Aprika	Afrika
Ben Tre	Bến Tre (stad)
Pangalang dalawahan	Binominale nomenclatuur
Sining-biswal	Beeldende kunst
Henrik Ibsen	Henrik Ibsen
Daylight saving time	Zomertijd
West Bank	Westelijke Jordaanoever
Victoria, Australya	Victoria (Australië)
Zhuang	Zhuang (volk)
Yugoslabya	Joegoslavië
Mammuthus	Mammoeten
Atila ang Hun	Attila de Hun
Kaharian (biyolohiya)	Rijk (biologie)
Wikang Nobyal	Novial
Aung San Suu Kyi	Aung San Suu Kyi
Tangway ng Sinai	Sinaï (schiereiland)
Kristallnacht	Kristallnacht
Ebanghelyo ni Juan	Evangelie volgens Johannes
Robert Pattinson	Robert Pattinson
Pahinang Web	Webpagina
Wikang Sumeryo	Soemerisch
Pinto	Deur
Kuwadrilateral	Vierhoek
Tokelau	Tokelau
Kompositor	Componist
Rihanna	Rihanna
Trangkasong baboy	Varkensgriep
Kuko	Nagel (anatomie)
Katutubong wika	Moedertaal
Pamumundok	Alpinisme
Osona (singaw)	Ozon (stof)
Robert De Niro	Robert De Niro
Ketong	Lepra
Pangangaso	Jacht (activiteit)
Glipo	Glief
12 (bilang)	12 (getal)
Toshiro Mifune	Toshiro Mifune
Mukha	Gelaat
Serbiya at Montenegro	Servië en Montenegro
Pagpapatalastas	Reclame
Tallahassee, Florida	Tallahassee
Juan VIII Palaiologos	Johannes VIII Palaiologos
Andronikos III Palaiologos	Andronikos III Palaiologos
Bismarck, North Dakota	Bismarck (North Dakota)
Andronikos II Palaiologos	Andronikos II Palaiologos
Romantisismo	Romantiek (stroming)
Juan V Palaiologos	Johannes V Palaiologos
Musikang pop	Popmuziek
Juan VII Palaiologos	Johannes VII Palaiologos
Pako (pangkabit)	Draadnagel
Andronikos IV Palaiologos	Andronikos IV Palaiologos
Tom Cruise	Tom Cruise
Olibo	Olijf
Juan VI Kantakouzenos	Johannes VI Kantakouzenos
Salomon	Salomo
Juan IV Laskaris	Johannes IV Doukas Laskaris
Banal na Santatlo	Drie-eenheid
Yahoo!	Yahoo!
Pebrero 30	30 februari
Manuel II Palaiologos	Manuel II Palaiologos
Michael IX Palaiologos	Michaël IX Palaiologos
Florence Nightingale	Florence Nightingale
Paraon	Farao
331	331
Athena	Pallas Athena
Metano	Methaan
Mariupol	Marioepol
11 (bilang)	11 (getal)
365	365
13 (bilang)	13 (getal)
Konstantino XI Paleologus	Constantijn XI Palaiologos Dragases
Pangkat ng Walo	Groep van Acht
Atomikong nukleyus	Atoomkern
Sun Tzu	Sunzi
Abukado	Avocado
379	379
IBM	IBM
David Hume	David Hume
.fi	.fi
Alon	Golf (natuurkunde)
Johnny Depp	Johnny Depp
Pulang selula ng dugo	Rode bloedcel
Robert Koch	Robert Koch
Bantod	Diameter
Guro	Onderwijzer
Pangunahing Ahensiya ng Kaalaman	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
Pagsusulat	Schrijven
.fr	.fr
Papa Juan Pablo I	Paus Johannes Paulus I
Ramayana	Ramayana
Espiritu Santo	Heilige Geest
Internet Movie Database	Internet Movie Database
Cleveland, Ohio	Cleveland (Ohio)
Apollo	Apollon
Dalai Lama	Dalai lama
John Michael Talbot	John Michael Talbot
Akrotiri at Dhekelia	Akrotiri en Dhekelia
Klaus Ebner	Klaus Ebner
Mani	Pinda
Francis Bacon	Francis Bacon (wetenschapper, 1561)
Melanesya	Melanesië
Naypyidaw	Naypyidaw
.af	.af
100 (bilang)	100 (getal)
.au	.au
Tuhod	Knie (anatomie)
ISO 4217	ISO 4217
Palaugnayan	Syntaxis (taalkunde)
Aprikot	Abrikoos
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
Kapulungang Pangkatiwasayan ng Mga Nagkakaisang Bansa	Veiligheidsraad van de Verenigde Naties
Maulap na hamog	Mist
Epiko	Epos
Dagat Jonico	Ionische Zee
Klase (biyolohiya)	Klasse (biologie)
Glukosa	Glucose
.cz	.cz
.ag	.ag
Astropisika	Astrofysica
Poligon	Veelhoek
Jackson Pollock	Jackson Pollock
John Calvin	Johannes Calvijn
Araw ng mga Puso	Valentijnsdag
William na Mananakop	Willem de Veroveraar
Hail	Hagel (neerslag)
Jollibee	Jollibee
Luciano Pavarotti	Luciano Pavarotti
Escalda	Schelde (rivier)
Thomas Hobbes	Thomas Hobbes
Mila Kunis	Mila Kunis
43 BK	43 v.Chr.
Talaan ng mga Buwan sa Sistemang Pang-araw	Lijst van natuurlijke manen
Digmaan sa Golpo	Golfoorlog van 1990-1991
Talaan ng mga planetang menor	Lijst van planetoïden
Pamilihan	Markt (economie)
Dagat Luzon	Zuid-Chinese Zee
Sutla	Zijde (textiel)
Hunyango	Kameleons
Paul Gauguin	Paul Gauguin
Bloemfontein	Bloemfontein
Haiku	Haiku (dichtvorm)
.at	.at
Hukbong-kati	Landmacht (algemeen)
Uthman Ibn Affan	Oethman ibn Affan
Demograpiya	Demografie
Piyudalismo	Feodalisme
Kromosoma	Chromosoom
Balahak	Legering
T. S. Eliot	T.S. Eliot
Charlotte's Web (pelikula ng 1973)	Charlotte's Web (1973)
Sint-Truiden	Sint-Truiden
Ekosistema	Ecosysteem
Auckland Grammar School	Auckland Grammar School
Repriherador	Koelkast
Milwaukee, Wisconsin	Milwaukee
.us	.us
Natalie Portman	Natalie Portman
.es	.es
.gr	.gr
Kipot	Zeestraat
.pl	.pl
.uk	.uk
Selyo	Postzegel
Kamote	Zoete aardappel
Masiela Lusha	Masiela Lusha
Sapporo, Hokkaido	Sapporo
Dagat Dilaw	Gele Zee
Gregor Mendel	Gregor Mendel
Emperador Akihito	Akihito
Carinthia (estado)	Karinthië (deelstaat)
Yangon	Rangoon (stad)
63 BC	63 v.Chr.
Hera	Hera
Saint Louis, Missouri	Saint Louis (Missouri)
Eksistensiyalismo	Existentialisme
McDonald's	McDonald's
Lewis Carroll	Lewis Carroll
Kapuluan ng Galapagos	Galapagoseilanden
Masining na paglalayag sa yelo	Kunstschaatsen
Leonardo DiCaprio	Leonardo DiCaprio
Agham pangkagubatan	Bosbouw
Daniel Radcliffe	Daniel Radcliffe
Japanese Spitz	Japanse spits
Samurai	Samoerai
Kategorya:Makabagong sining	Moderne kunst
31 BC	31 v.Chr.
Arthur Schopenhauer	Arthur Schopenhauer
Helen Keller	Helen Keller
Talon ng Maria Cristina	Maria Cristina-waterval
Lungsod ng Nagasaki	Nagasaki (stad)
Kapuluang Britaniko	Britse Eilanden
Yokohama	Yokohama (stad)
.al	.al
.ar	.ar
Morpolohiya (lingguwistika)	Morfologie (taalkunde)
Alexandre Dumas	Alexandre Dumas père
Lapi	Stam (biologie)
Enrique VIII ng Inglatera	Hendrik VIII van Engeland
Asong simaron	Engelse buldog
Autismo	Autisme
.az	.az
Columbia, South Carolina	Columbia (South Carolina)
Xena: Warrior Princess	Xena: Warrior Princess
1000000 (bilang)	Miljoen
Adana	Adana (stad)
Santa Fe, New Mexico	Santa Fe (New Mexico)
14 (bilang)	14 (getal)
Dinggo	Dingo
Devanāgarī	Devanagari
Pakwan	Watermeloen
Look ng Bengala	Golf van Bengalen
Pagluluto	Koken (voedsel)
15 (bilang)	15 (getal)
18 (bilang)	18 (getal)
Mulino	Windmolen
Helena, Montana	Helena (Montana)
Bertolt Brecht	Bertolt Brecht
Eskalang sismolohikong Richter	Schaal van Richter
Unibersidad ng Biobío	Universiteit van de Bio-Bio
Labanan sa Stalingrad	Slag om Stalingrad
Hamas	Hamas
Suva	Suva
Ruhollah Khomeini	Ruhollah Khomeini
Nukualofa	Nuku'alofa
Balanoy	Basilicum
Laser	Laser (licht)
Prusya	Pruisen
Dagat Tireno	Tyrreense Zee
Saplad ng Aswan	Aswandam
.cn	.cn
.ee	.ee
Balita	Nieuws
Lagnat	Koorts
4 BC	4 v.Chr.
Teide	El Teide
Vorarlberg	Vorarlberg
Tony Tan Keng Yam	Tony Tan Keng Yam
Talatuntunan ng Kaunlaran ng Tao	Index van de menselijke ontwikkeling
.ao	.ao
Emperador	Keizer
Bornasco	Bornasco
Comerio	Comerio (Italië)
.bg	.bg
Ceretto Lomellina	Ceretto Lomellina
Cardano al Campo	Cardano al Campo
The Fairly OddParents	The Fairly OddParents
Gemonio	Gemonio
Cheyenne, Wyoming	Cheyenne (Wyoming)
Bagnaria	Bagnaria
Crosio della Valle	Crosio della Valle
Bastida Pancarana	Bastida Pancarana
Nakahilig na Tore ng Pisa	Toren van Pisa
Montagna in Valtellina	Montagna in Valtellina
Pedesina	Pedesina
Panghilagang Hemispero	Noordelijk halfrond
Postalesio	Postalesio
Andalo Valtellino	Andalo Valtellino
Mikroekonomiya	Micro-economie
Pizzale	Pizzale
Mazzo di Valtellina	Mazzo di Valtellina
100 BK	100 v.Chr.
Montesegale	Montesegale
Piantedo	Piantedo
Arena Po	Arena Po
Renminbi	Chinese renminbi
Mornago	Mornago
Montegrino Valtravaglia	Montegrino Valtravaglia
Olevano di Lomellina	Olevano di Lomellina
Osmate	Osmate
Gambarana	Gambarana
.jp	.jp
Colorina	Colorina
Vizzola Ticino	Vizzola Ticino
.bd	.bd
Castello dell'Acqua	Castello dell'Acqua
.it	.it
Brezzo di Bedero	Brezzo di Bedero
Pieve Albignola	Pieve Albignola
Cedrasco	Cedrasco
8 BC	8 v.Chr.
Cocquio-Trevisago	Cocquio-Trevisago
Puwerto Espanya	Port of Spain
Casanova Lonati	Casanova Lonati
Nicorvo	Nicorvo
Cornale	Cornale
Bohemya	Bohemen
Fortunago	Fortunago
Tartano	Tartano
Cogliate	Cogliate
John Steinbeck	John Steinbeck
Porto Ceresio	Porto Ceresio
.in	.in
Castelnovetto	Castelnovetto
Rabies	Hondsdolheid
Ronco Briantino	Ronco Briantino
Bundok Fuji	Fuji (vulkaan)
Castelletto di Branduzzo	Castelletto di Branduzzo
Adams, Ilocos Norte	Adams (Ilocos Norte)
Cergnago	Cergnago
Richard Feynman	Richard Feynman
Veddasca	Veddasca
Cornate d'Adda	Cornate d'Adda
Recep Tayyip Erdoğan	Recep Tayyip Erdoğan
Sernio	Sernio
Montalto Pavese	Montalto Pavese
Bacarra, Ilocos Norte	Bacarra
Bubuwit	Mus (geslacht)
Codevilla	Codevilla
Torre di Santa Maria	Torre di Santa Maria
Entomolohiya	Entomologie
Verceia	Verceia
Borgo San Siro	Borgo San Siro
Bolyum	Inhoud (volume)
Campodolcino	Campodolcino
Badoc, Ilocos Norte	Badoc
Misinto	Misinto
Mercallo	Mercallo
San Giacomo Filippo	San Giacomo Filippo
Cremenaga	Cremenaga
Ponte in Valtellina	Ponte in Valtellina
Lanzada	Lanzada
Bangui, Ilocos Norte	Bangui (Ilocos Norte)
Gorla Minore	Gorla Minore
Triuggio	Triuggio
Kahel (kulay)	Oranje (kleur)
Carnago	Carnago
Banna, Ilocos Norte	Banna
Cunardo	Cunardo
Delebio	Delebio
Besnate	Besnate
Fagnano Olona	Fagnano Olona
Burgos, Ilocos Norte	Burgos (Ilocos Norte)
Bellusco	Bellusco
Silvano Pietra	Silvano Pietra
.ie	.ie
Buglio in Monte	Buglio in Monte
Gordona	Gordona
Carasi, Ilocos Norte	Carasi
Sovico	Sovico
Palakol	Bijl
Borgarello	Borgarello
Gorla Maggiore	Gorla Maggiore
Currimao, Ilocos Norte	Currimao
Barlassina	Barlassina
Sochi	Sotsji
Briosco	Briosco
Jerago con Orago	Jerago con Orago
Dingras, Ilocos Norte	Dingras
Lonate Pozzolo	Lonate Pozzolo
Valfurva	Valfurva
Traona	Traona
Anchorage, Alaska	Anchorage (Alaska)
Cavenago di Brianza	Cavenago di Brianza
Candia Lomellina	Candia Lomellina
Pol Pot	Pol Pot
Cuveglio	Cuveglio
Biassono	Biassono
Berbenno di Valtellina	Berbenno di Valtellina
Brebbia	Brebbia
Arcisate	Arcisate
Cantello	Cantello
Villa di Chiavenna	Villa di Chiavenna
Bodio Lomnago	Bodio Lomnago
Artemis	Artemis (mythologie)
Castello Cabiaglio	Castello Cabiaglio
Casciago	Casciago
.dk	.dk
Dumalneg, Ilocos Norte	Dumalneg
Orino (VA)	Orino
Perarolo di Cadore	Perarolo di Cadore
Brinzio	Brinzio
Lozza	Lozza
Marcos, Ilocos Norte	Marcos (Ilocos Norte)
Ospitale di Cadore	Ospitale di Cadore
Bluetooth	Bluetooth
Veduggio con Colzano	Veduggio con Colzano
.bb	.bb
Nueva Era, Ilocos Norte	Nueva Era
Torrevecchia Pia	Torrevecchia Pia
Battuda	Battuda
Kasangkapan	Gereedschap
Piuro	Piuro
Laveno-Mombello	Laveno-Mombello
Concorezzo	Concorezzo
Landriano	Landriano
Gasolina	Benzine
Pagudpud, Ilocos Norte	Pagudpud
Burbank, California	Burbank (Los Angeles County, Californië)
Michael Phelps	Michael Phelps
My Neighbor Totoro	My Neighbor Totoro
Sulidlawas	Mitochondrion
Paoay, Ilocos Norte	Paoay
Ptolomeo II Philadelphus	Ptolemaeus II Philadelphus
.ca	.ca
Tolomeo XV Caesarion	Ptolemaeus XV Caesarion
Pasuquin, Ilocos Norte	Pasuquin
Look	Baai
Christiaan Huygens	Christiaan Huygens
Antoine Lavoisier	Antoine Lavoisier
Sementeryo	Begraafplaats
Piddig, Ilocos Norte	Piddig
Ali ibn Abi Talib	Ali ibn Aboe Talib
Solbiate Arno	Solbiate Arno
Sulbiate	Sulbiate
Karibu	Rendier
Cuvio	Cuvio
Pinili, Ilocos Norte	Pinili
Ferno	Ferno
Cairate	Cairate
Burago di Molgora	Burago di Molgora
Nicolas Appert	Nicolas Appert (uitvinder)
Daverio	Daverio
Gerenzano	Gerenzano
Semantika	Semantiek
Venegono Superiore	Venegono Superiore
Cugliate-Fabiasco	Cugliate-Fabiasco
San Nicolas, Ilocos Norte	San Nicolas (Ilocos Norte)
.co	.co
.ba	.ba
Zeccone	Zeccone
Castello d'Agogna	Castello d'Agogna
Penélope Cruz	Penélope Cruz
Torre d'Isola	Torre d'Isola
Vistarino	Vistarino
Trovo	Trovo
Sarrat, Ilocos Norte	Sarrat
Magherno	Magherno
.ch	.ch
Solsona, Ilocos Norte	Solsona (Ilocos Norte)
Makroekonomiya	Macro-economie
4Minute	4Minute
Zoldo Alto	Zoldo Alto
14 BC	14 v.Chr.
Copiano	Copiano
Villanova d'Ardenghi	Villanova d'Ardenghi
Alkimiya	Alchemie
Voltago Agordino	Voltago Agordino
Gerenzago	Gerenzago
Vintar, Ilocos Norte	Vintar
27 BC	27 v.Chr.
Gambolò	Gambolò
Genzone	Genzone
Mello	Mello (Italië)
Verretto	Verretto
Sant'Angelo Lomellina	Sant'Angelo Lomellina
Des Moines, Ayowa	Des Moines (Iowa)
Batac	Batac
Castelseprio	Castelseprio
Parola	Vuurtoren
Valle di Cadore	Valle di Cadore
Villa di Tirano	Villa di Tirano
The Rescuers	De Reddertjes
Vallada Agordina	Vallada Agordina
San Zenone al Po	San Zenone al Po
Mga estadong Baltiko	Baltische staten
Cilavegna	Cilavegna
Torricella Verzate	Torricella Verzate
Laoag	Laoag (Ilocos Norte)
Aconcagua	Aconcagua
Zenevredo	Zenevredo
Vigo di Cadore	Vigo di Cadore
Linarolo	Linarolo
Gropello Cairoli	Gropello Cairoli
Santa Margherita di Staffora	Santa Margherita di Staffora
Santa Cristina e Bissone	Santa Cristina e Bissone
Torrazza Coste	Torrazza Coste
Piraso ng Gaza	Gazastrook
Lentate sul Seveso	Lentate sul Seveso
Brenta (VA)	Brenta (Varese)
Mese, Italy	Mese
Marzio	Marzio
.be	.be
Dazio	Dazio
Taino (VA)	Taino (Italië)
Lozzo di Cadore	Lozzo di Cadore
Tansong dilaw	Messing (legering)
Mel, Veneto	Mel
Falcade	Falcade
19 BC	19 v.Chr.
Marzano	Marzano
Sangiano	Sangiano
Jack Nicholson	Jack Nicholson
Teglio	Teglio
Borgo Priolo	Borgo Priolo
Brallo di Pregola	Brallo di Pregola
Grantola	Grantola
Vervio	Vervio
Casalzuigno	Casalzuigno
Tovo di Sant'Agata	Tovo di Sant'Agata
Pamimili	Marketing
Corana	Corana
Lovero	Lovero
Lambak	Dal (aardrijkskunde)
Cigognola	Cigognola
Tronzano Lago Maggiore	Tronzano Lago Maggiore
3 BC	3 v.Chr.
Bardello	Bardello
Ceranova	Ceranova
Faedo Valtellino	Faedo Valtellino
Cervesina	Cervesina
Badia Pavese	Badia Pavese
Corvino San Quirico	Corvino San Quirico
Mikroorganismo	Micro-organisme
Bianzone	Bianzone
Camparada	Camparada
Averroes	Averroes
Lonate Ceppino	Lonate Ceppino
Valeggio (PV)	Valeggio
Cadegliano-Viconago	Cadegliano-Viconago
Radio Studio 54 Network	Radio Studio 54 Network
Caravate	Caravate
Godiasco	Godiasco
Marnate	Marnate
Ranco, Italy	Ranco (Varese)
Marchirolo	Marchirolo
Robbio	Robbio
19 (bilang)	19 (getal)
Masciago Primo	Masciago Primo
Agra, Italy	Agra (Italië)
Ruino	Ruino
Alleghe	Alleghe
Oliva Gessi	Oliva Gessi
Pancarana	Pancarana
Porto Valtravaglia	Porto Valtravaglia
Layang-layang	Zwaluwen (zangvogels)
Menarola	Menarola
Retorbido	Retorbido
Pentekostes	Pinksteren
Monticelli Pavese	Monticelli Pavese
Albonese	Albonese
.by	.by
Mezzago	Mezzago
.fj	.fj
Pietra de' Giorgi	Pietra de' Giorgi
Albuzzano	Albuzzano
.cl	.cl
Mesenzana	Mesenzana
Parona	Parona
.br	.br
Monvalle	Monvalle
Clivio	Clivio
.is	.is
Alano di Piave	Alano di Piave
Agordo	Agordo
.lt	.lt
Albosaggia	Albosaggia
Mezzana Bigli	Mezzana Bigli
.bz	.bz
Rasura	Rasura
Ardenno	Ardenno
.cg	.cg
Mornico Losana	Mornico Losana
Rognano	Rognano
Azzio	Azzio
Usmate Velate	Usmate Velate
Chiuro	Chiuro
Montecalvo Versiggia	Montecalvo Versiggia
Saltrio	Saltrio
Inverno e Monteleone	Inverno e Monteleone
Almendras	Amandelboom
Busnago	Busnago
Besozzo	Besozzo
Vedano Olona	Vedano Olona
Cadrezzate	Cadrezzate
Castronno	Castronno
Ebanghelyo ni Lucas	Evangelie volgens Lucas
Veda	Veda's
.pt	.pt
58 BC	58 v.Chr.
Gela	Gela
Ed Lauter	Ed Lauter
Cesano Maderno	Cesano Maderno
Voghera	Voghera
Brugherio	Brugherio
Tolomeo XII	Ptolemaeus XII Neos Dionysos
.bh	.bh
.bt	.bt
Lalawigan ng Concepción, Tsile	Concepción (provincie van Chili)
52 BC	52 v.Chr.
Sylvester Stallone	Sylvester Stallone
Breme	Breme
Cesiomaggiore	Cesiomaggiore
Tromello	Tromello
Lomello	Lomello
Scaldasole	Scaldasole
Zerbolò	Zerbolò
Inumin	Drank
Caponago	Caponago
San Giorgio di Lomellina	San Giorgio di Lomellina
Pagpoprograma ng kompyuter	Computerprogramma
Ilog ng Hordan	Jordaan (rivier)
Blythe Danner	Blythe Danner
Sartirana Lomellina	Sartirana Lomellina
6 BC	6 v.Chr.
Candy Clark	Candy Clark
34 BC	34 v.Chr.
Dalampasigan	Strand (kust)
Quero	Quero (Italië)
Vas, Veneto	Vas (Italië)
Morbegno	Morbegno
Will Smith	Will Smith
Rivanazzano	Rivanazzano Terme
Ajaccio	Ajaccio
Valdidentro	Valdidentro
Solbiate Olona	Solbiate Olona
Elipso	Ellips (wiskunde)
17 (bilang)	17 (getal)
Luino	Luino
Gerola Alta	Gerola Alta
Chiavenna	Chiavenna
Pino sulla Sponda del Lago Maggiore	Pino sulla Sponda del Lago Maggiore
59 BC	59 v.Chr.
Comelico Superiore	Comelico Superiore
Janeane Garofalo	Janeane Garofalo
Domegge di Cadore	Domegge di Cadore
57 BC	57 v.Chr.
Tambre	Tambre
Pugita	Octopoda
Auronzo di Cadore	Auronzo di Cadore
Livinallongo del Col di Lana	Livinallongo del Col di Lana
Mitsubishi A6M Zero	Mitsubishi A6M Zero
Nova Milanese	Nova Milanese
Longarone	Longarone
Dalawit	Hefboom
Sondalo	Sondalo
Agoo, La Union	Agoo
Fonzaso	Fonzaso
Neandertal	Neanderthaler
Buguggiate	Buguggiate
Gavirate	Gavirate
Vodo di Cadore	Vodo di Cadore
Novate Mezzola	Novate Mezzola
Banal na Komedya	De goddelijke komedie
Azzate	Azzate
Soverzene	Soverzene
Hobart	Hobart (Australië)
Sovramonte	Sovramonte
Mazatlán	Mazatlán
Cazzago Brabbia	Cazzago Brabbia
Puos d'Alpago	Puos d'Alpago
Cassano Magnago	Cassano Magnago
Paleolitiko	Paleolithicum
La Valle Agordina	La Valle Agordina
William Butler Yeats	William Butler Yeats
Castellavazzo	Castellavazzo
Sappada	Sappada
Canale d'Agordo	Canale d'Agordo
Susie Essman	Susie Essman
Karl Benz	Carl Benz
Redavalle	Redavalle
Albaredo Arnaboldi	Albaredo Arnaboldi
Induno Olona	Induno Olona
Halalan	Verkiezing
Aringay, La Union	Aringay
Lalawigan ng Antalya	Antalya (provincie)
16 (bilang)	16 (getal)
Bacnotan, La Union	Bacnotan
Nukleyus ng selula	Celkern
Portalbera	Portalbera
Castiglione Olona	Castiglione Olona
Bagulin, La Union	Bagulin
Multiplikasyon	Vermenigvuldigen
Valdisotto	Valdisotto
Venegono Inferiore	Venegono Inferiore
Chiesa in Valmalenco	Chiesa in Valmalenco
Correzzana	Correzzana
Balaoan, La Union	Balaoan
Bagong Ginea	Nieuw-Guinea
Travedona-Monate	Travedona-Monate
Caspoggio	Caspoggio
20 (bilang)	20 (getal)
Varano Borghi	Varano Borghi
Jesse Williams	Jesse Williams
Ispra	Ispra
Bangar, La Union	Bangar (La Union)
The Fox and the Hound	Frank en Frey
Vergiate	Vergiate
Castana (Italy)	Castana (Pavia)
Ang Mga Gawa ng mga Apostol	Handelingen van de apostelen
Caronno Varesino	Caronno Varesino
Bauang, La Union	Bauang
Sedico	Sedico
Biyernes Santo	Goede Vrijdag
Casorate Primo	Casorate Primo
Limana	Limana
.md	.md
Cura Carpignano	Cura Carpignano
Pinarolo Po	Pinarolo Po
.ci	.ci
Gravellona Lomellina	Gravellona Lomellina
Giussago	Giussago
.an	.an
Cava Manara	Cava Manara
Joliet, Illinois	Joliet (Illinois)
Corteolona	Corteolona
Norman, Oklahoma	Norman (Oklahoma)
Abogado	Advocaat (beroep)
Vellezzo Bellini	Vellezzo Bellini
Demokratikong Republika ng Arabong Sahrawi	Arabische Democratische Republiek Sahara
.et	.et
Vidigulfo	Vidigulfo
Confienza	Confienza
Burgos, La Union	Burgos (La Union)
.tv	.tv
Origgio	Origgio
Siziano	Siziano
.eg	.eg
Barbianello	Barbianello
Sommo	Sommo
5 BC	5 v.Chr.
Caba, La Union	Caba
Limbiate	Limbiate
Tisyu	Weefsel (biologie)
23 BC	23 v.Chr.
Farra d'Alpago	Farra d'Alpago
Desio	Desio
Luna, La Union	Luna (La Union)
Lorenzago di Cadore	Lorenzago di Cadore
.fm	.fm
Sant'Alessio con Vialone	Sant'Alessio con Vialone
Bahia	Bahia (staat)
Buffalo, New York	Buffalo (New York)
.se	.se
Mantello	Mantello
Naguilian, La Union	Naguilian (La Union)
.ax	.ax
Ternate, Lombardy	Ternate (Italië)
A (kana)	A (kana)
Zinasco	Zinasco
.cy	.cy
I (kana)	I (kana)
Agence France-Presse	Agence France-Presse
Pugo, La Union	Pugo
.il	.il
Trichiana	Trichiana
Forno di Zoldo	Forno di Zoldo
Varzi	Varzi
Joan Crawford	Joan Crawford
Tala ng mga papa ng Simbahang Katoliko Romano	Lijst van pausen
Rosario, La Union	Rosario (La Union)
Ferrera di Varese	Ferrera di Varese
Belgioioso, Italy	Belgioioso
Pervez Musharraf	Pervez Musharraf
Carnate	Carnate
San Gabriel, La Union	San Gabriel (La Union)
Besana in Brianza	Besana in Brianza
Jim Carrey	Jim Carrey
Maccagno	Maccagno
Spessa	Spessa
.bo	.bo
Samolaco	Samolaco
.bs	.bs
Bormio	Bormio
San Juan, La Union	San Juan (La Union)
Santo Tomas, La Union	Santo Tomas (La Union)
Julia Roberts	Julia Roberts
Pánfilo de Narváez	Pánfilo de Narváez
Rancio Valcuvia	Rancio Valcuvia
Miradolo Terme	Miradolo Terme
Pieve Porto Morone	Pieve Porto Morone
John Wayne	John Wayne
Roncello	Roncello
Santol, La Union	Santol (La Union)
Agrate Brianza	Agrate Brianza
Sodyak	Dierenriem
Montù Beccaria	Montù Beccaria
Lalawigan ng Adana	Adana (provincie)
Ottobiano	Ottobiano
Brusimpiano	Brusimpiano
Sudipen, La Union	Sudipen
Tubao, La Union	Tubao
Heath Ledger	Heath Ledger
Lot (Bibliya)	Lot (persoon)
Lisa Gerrard	Lisa Gerrard
Lissone	Lissone
San Fernando, La Union	San Fernando (La Union)
30 Seconds to Mars	Thirty Seconds to Mars
Somma Lombardo	Somma Lombardo
Manipestong Komunista	Manifest van de Communistische Partij
Casteggio	Casteggio
Posil	Fossiel
.kz	.kz
Ankylosaurus	Ankylosaurus
.hu	.hu
Tacloban	Tacloban
Albiate	Albiate
Aicurzio	Aicurzio
Macherio	Macherio
Morazzone	Morazzone
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
Grosio	Grosio
.ua	.ua
Leggiuno	Leggiuno
Villasanta	Villasanta
Dubino	Dubino
San Juan Bautista	Johannes de Doper
Montebello della Battaglia	Montebello della Battaglia
Sumirago	Sumirago
Mezzanino	Mezzanino (Italië)
.cd	.cd
Uboldo	Uboldo
Certosa di Pavia (PV)	Certosa di Pavia (gemeente)
Rosasco	Rosasco
.ge	.ge
Bovisio-Masciago	Bovisio-Masciago
.ai	.ai
Forcola	Forcola
.cm	.cm
Sesto Calende	Sesto Calende
Spriana	Spriana
Paulínia	Paulínia
Bastida de' Dossi	Bastida de' Dossi
Valle Salimbene	Valle Salimbene
Jennifer Lopez	Jennifer Lopez
Curiglia con Monteviasco	Curiglia con Monteviasco
Lirio	Lirio
Mezzana Rabattone	Mezzana Rabattone
Luvinate	Luvinate
Demeter	Demeter (mythologie)
Robecco Pavese	Robecco Pavese
Campospinoso	Campospinoso
Langosco	Langosco
Pierre, South Dakota	Pierre (South Dakota)
Canneto Pavese	Canneto Pavese
Bosnasco	Bosnasco
Pagbabawas	Aftrekken (wiskunde)
Golferenzo	Golferenzo
Inarzo	Inarzo
Buto ng halaman	Zaad (plant)
Fusine	Fusine
Valganna	Valganna (gemeente)
65 BC	65 v.Chr.
Duno	Duno (Italië)
Konsulado	Consul (Rome)
Zoppè di Cadore	Zoppè di Cadore
Gazzada Schianno	Gazzada Schianno
Nicholas II ng Rusya	Nicolaas II van Rusland
Cercino	Cercino
