ஆப்பிரிக்கா	Afrika
நிக்கலசு	Nicolaas van Myra
மிஷேல் ஃபூக்கோ	Michel Foucault
ஆலிவர் கிராம்வெல்	Oliver Cromwell
லொயோலா இஞ்ஞாசி	Ignatius van Loyola
கிறிஸ் பென்வா	Chris Benoit
போர்ட் தானுந்து நிறுவனம்	Ford Motor Company
பாஸ்தியான் இசுவைன்சுடைகர்	Bastian Schweinsteiger
கயோட்டி கோநாய்	Coyote
ஜிம் மோரிசன்	Jim Morrison
தி அண்டர்டேக்கர்	Mark Calaway
சல்மான் ருஷ்டி	Salman Rushdie
ஜிகாத்	Jihad
குநோம்	GNOME
உள்ளியம் (மெய்யியல்)	Ontologie (filosofie)
பசார் அல்-அசத்	Bashar al-Assad
அணி (கணிதம்)	Matrix (wiskunde)
வலன்டீனா டெரெஷ்கோவா	Valentina Teresjkova
சுரங்கப்பாதை	Tunnel
கேமரன் டியாஸ்	Cameron Diaz
ஹெப்பஸ்தஸ்	Hephaistos
பாசுக்கல் (அலகு)	Pascal (eenheid)
சமயச் சார்பாட்சி	Theocratie
ஆன்சு கிருத்தியான் ஆர்ஸ்டெட்	Hans Christian Ørsted
வேதியியற் பிணைப்பு	Chemische binding
வெப்பம் (இயற்பியல்)	Warmte
ஜான் சீனா	John Cena
கோல்டன் கேற் பாலம்	Golden Gate Bridge
ஃபபேசியே	Vlinderbloemenfamilie
ஆட்டக் கோட்பாடு	Speltheorie
ரிச்சர்ட் டாக்கின்சு	Richard Dawkins
ஆர்லாந்தோ புளூம்	Orlando Bloom
ஓ. ஜே. சிம்சன்	O.J. Simpson
ஈட்டி	Speer
பியர் சிமோன் இலப்லாசு	Pierre-Simon Laplace
பாதுகாப்பான மீயுரை பரிமாற்ற நெறிமுறை	HyperText Transfer Protocol Secure
ஜான் ஹென்றி நியூமன்	John Henry Newman
சுரங்கத் தொழில்	Mijnbouw
மறைமுதுவர் முதலாம் பர்த்தலமேயு	Bartholomeus I van Constantinopel
கொள்ளைநோய்	Epidemie
செல்மா லோவிசா லேகர்லாவ்	Selma Lagerlöf
திசையன்	Vector (wiskunde)
வாக்களிக்கப்பட்ட நாடு	Beloofde Land
கோயில்	Tempel
அரிசிபோ வானிலை ஆய்வுக்கூடம்	Arecibo (radiotelescoop)
புறக்கோள்	Exoplaneet
கெவின் ஜேம்ஸ்	Kevin James
உல்ம் மினிஸ்டர்	Munster van Ulm
சார்ல்ஸ்டன் (மேற்கு வேர்ஜினியா)	Charleston (West Virginia)
குனூ	GNU
டைட்டானிக் (திரைப்படம்)	Titanic (1997)
வேதியியலுக்கான நோபல் பரிசு	Nobelprijs voor de Scheikunde
வி. சூ. நைப்பால்	V.S. Naipaul
தன்னின உயிருண்ணி	Kannibalisme
நோன்பு	Vasten
பயம்	Angst
பீட்டர் கனிசியு	Petrus Canisius
கிரீத்தேசியக் காலம்	Krijt (periode)
முட்தோலி	Stekelhuidigen
வளையத்தில் சீர்மம் (கணிதம்)	Ideaal (ringtheorie)
1820கள்	1820-1829
ஆஸ்திரேலிய ஆங்கிலம்	Australisch-Engels
சுத்ஸ்டாப்பெல்	Schutzstaffel
த ஸ்டார்-ஸ்பாங்கிள்ட் பானர்	The Star-Spangled Banner
பறவையியல்	Ornithologie
எபிரேய நாட்காட்டி	Joodse kalender
சின்னம்மை	Waterpokken
பிரான்சிஸ்கோ பிசாரோ	Francisco Pizarro
அறுதியின்மைக் கொள்கை	Onzekerheidsrelatie van Heisenberg
பலன்கள் (கத்தோலிக்க திருச்சபை)	Aflaat
துறைமுகம்	Haven
முசுக்கொட்டை	Moerbei
உக்ரைனியர்	Oekraïners
சுகார்த்தோ	Soeharto
1770கள்	1770-1779
மாதிரி-காட்சி-கட்டுப்பாட்டகம்	Model-view-controller-model
குவாங்சோ பையுன் பன்னாட்டு வானூர்தி நிலையம்	Internationale luchthaven Guangzhou Baiyun
லின்சி லோகன்	Lindsay Lohan
சுடோக்கு	Sudoku
சட்ட ஆட்சி	Rule of law
புள்ளி	Punt (wiskunde)
அலெக்ஸ் ஃபெர்குஸன்	Alex Ferguson
சிதறம்	Entropie
மீன்கொத்தி	IJsvogels
உருவகப்படுத்துதல்	Simulatie
யோவேல்	Joël (profeet)
விரைவு வீச்சு	Fast-bowling
தாயக் கட்டை	Dobbelsteen
யமன் (இந்து மதம்)	Yama (yoga)
ஆளி (செடி)	Vlas (gewas)
அனைத்துலக நோய்கள் வகைப்பாடு - 10	ICD-10
சிட்னி ஒப்பேரா மாளிகை	Sydney Opera House
சீமைக்காரை	Cement (bouwmateriaal)
உந்துத் தண்டு	Zuiger
சாக் எப்ரான்	Zac Efron
மான்டே கார்லோ	Monte Carlo (Monaco)
ஆஸ்திரலேசியா	Australazië
நிகழ்வியல்வு	Aannemelijkheidsfunctie
எல்பா	Elba
கிழக்கு சீனக்கடல்	Oost-Chinese Zee
தி டோர்ஸ்	The Doors
மௌசோல்லொசின் கல்லறை	Mausoleum van Halicarnassus
கடல் கொள்ளை	Zeeroverij
பிரம்மபுத்திரா ஆறு	Brahmaputra
மதுவம்	Gist
ஆர்எஸ்எஸ் (கோப்பு வடிவம்)	Really Simple Syndication
சுவசுத்திக்கா	Swastika (symbool)
ஆவி	Spook
வில்லியம் வேர்ட்ஸ்வொர்த்	William Wordsworth
தென்னிசு இரிட்சி	Dennis Ritchie
ஐக்கிய அமெரிக்கக் குடியரசுத் தலைவர் தேர்தல், 2008	Amerikaanse presidentsverkiezingen 2008
மிக்கேல் (அதிதூதர்)	Michaël (aartsengel)
வைணவ சமயம்	Vaishnavisme
விண்மீன்கள் நிறைந்த இரவு	De sterrennacht
கந்தஹார்	Kandahar (stad)
சுட்டாங்கல் (பீங்கான்)	Keramiek
தைலம் (மரம்)	Eucalyptus
தம்புள்ளை பொற்கோவில்	Gouden tempel van Dambulla
குப்பை	Afval (vuilnis)
டைட்டன் (தொன்மவியல்)	Titaan (mythisch wezen)
கர்தினால்	Kardinaal (geestelijke)
ஜாக் மாரித்தேன்	Jacques Maritain
விசுவநாதன் ஆனந்த்	Viswanathan Anand
பலா	Nangka
வழக்காறொழிந்த மொழி	Dode taal
கிரிஸ்டியன் பேல்	Christian Bale
திருப்புகழ்மாலை	Getijdengebed
கடனீர் இடுக்கேரி	Fjord
நீர்வாழ் உயிரினங்கள் காட்சிச்சாலை	Aquarium
கிம் டாய் ஜுங்	Kim Dae-jung
சத்தியேந்திர நாத் போசு	Satyendra Nath Bose
ஆர்தர் அரசர்	Koning Arthur
டன்கிர்க்	Duinkerke
வரதட்சணை	Bruidsschat
சுராசிக் காலம்	Jura (periode)
கேம்ஸ்பொட் இணையத்தளம்	GameSpot
வலை ஊர்தி	Spider
முதலாம் இசபெல்லா	Isabella I van Castilië
இணைகரம்	Parallellogram
தியெரி ஹென்றி	Thierry Henry
வட்டவலையம்	Cirkelring
பீக்கிங் மனிதன்	Pekingmens
நுண்ணுறுப்பு	Organel
பிரியா விகார் கோயில்	Preah Vihear (tempel)
செங்கோட்டை	Rode Fort (Delhi)
சீன-திபெத்திய மொழிகள்	Sino-Tibetaanse talen
ரிதம் அண்ட் புளூஸ்	Rhythm-and-blues
1680கள்	1680-1689
பிராங்க்ஃபுர்ட் வானூர்தி நிலையம்	Flughafen Frankfurt am Main
கிரிஸ் பால்	Chris Paul
1610கள்	1610-1619
அக்டோபர் 2011	Oktober 2011
அண்பிரேக்கபிள் லினக்சு	Oracle Linux
தாத்ரா மற்றும் நகர் அவேலி	Dadra en Nagar Haveli
உய்குர் மக்கள்	Oeigoeren
மனிதநேயம்	Humanisme
தேசிய பூங்கா	Nationaal park
கிரவ கிதார்	Basgitaar
அசென்சன் தீவு	Ascension (eiland)
பன்னாட்டுக் கூடைப்பந்தாட்டக் கூட்டணி	Fédération internationale de basketball
போசு-ஐன்ஸ்டைன் செறிபொருள்	Bose-Einsteincondensaat
மின்புலம்	Elektrisch veld
ஒலிம்பியாவின் சேயுஸ் சிலை	Beeld van Zeus te Olympia
புவி இயற்பியல்	Geofysica
ரோமனெஸ்க் கட்டிடக்கலை	Romaanse architectuur
இயக்க ஆற்றல்	Kinetische energie
சார்லசு டிகால் வானூர்தி நிலையம்	Aéroport de Paris-Charles de Gaulle
சரிவகம்	Trapezium
வில்	Boog (wapen)
தட்டச்சுக் கருவி	Schrijfmachine
ஆமை	Landschildpadden
வியன்னா மாநாடு	Congres van Wenen
சுசி	Sushi
ஒலிவாங்கி	Microfoon
பிரித்தானிய கடல் கடந்த ஆட்புலங்கள்	Britse overzeese gebieden
எப்/ஏ-18	F/A-18 Hornet
ஜோர்ஜியா ஓ'கீஃப்	Georgia O'Keeffe
சித்ரதுர்கா	Chitradurga (stad)
இரட்டைவால் குருவி	Koningsdrongo
விழுத்தொடர் பாணித் தாள்கள்	Cascading Style Sheets
அபினி	Opium
ஒசைரிஸ்	Osiris (mythologie)
தெற்கு பாகா கலிபோர்னியா	Baja California Sur
புலிட்சர் பரிசு	Pulitzerprijs
த பிரஸ்டீஜ் (திரைப்படம்)	The Prestige
லக்கூனா காயில்	Lacuna Coil
கட்டற்ற சந்தைமுறை	Vrije markt
