ਅਫ਼ਰੀਕਾ	Afrika
ਸਟਾਕ ਐਕਸਚੇਂਜ	Effectenbeurs
ਸੰਯੁਕਤ ਰਾਜ ਵਰਜਿਨ ਟਾਪੂ	Amerikaanse Maagdeneilanden
ਦੱਖਣ-ਪੂਰਬੀ ਏਸ਼ੀਆ	Zuidoost-Azië
ਲੋਧੀ ਖ਼ਾਨਦਾਨ	Lodi's
ਸ਼ੇਨਯਾਂਗ	Shenyang
ਚੌਂਗਕਿੰਗ	Chongqing
ਥਿਆਨਚਿਨ	Tianjin
ਲਹੌਰ	Lahore
ਵੂਖ਼ਨ	Wuhan
ਦੇਸ਼ਾਂ ਦੀ ਸੂਚੀ	Lijst van landen in 2015
ਲੁਦਵਿਕ ਜ਼ਾਮੇਨਹੋਫ	Lejzer Zamenhof
ਪੱਥਰ ਯੁੱਗ	Steentijd
ਕਾਂਸੀ ਯੁੱਗ	Bronstijd
ਲੋਹਾ ਯੁੱਗ	IJzertijd
ਮੈਸੋਪੋਟਾਮੀਆ	Mesopotamië
ਪ੍ਰਾਚੀਨ ਮਿਸਰ	Oude Egypte
ਬੇਰਿੰਗ ਪਣਜੋੜ	Beringstraat
ਪ੍ਰਾਚੀਨ ਯੂਨਾਨ	Oude Griekenland
ਗੁਪਤ ਸਲਤਨਤ	Gupta's
ਜਾਨ ਐਡਮਜ਼	John Adams (politicus)
ਥਾਮਸ ਜੈਫ਼ਰਸਨ	Thomas Jefferson
ਅਲਬਰੂਨੀ	Al-Biruni
ਸਿੰਡਰੇਲਾ	Assepoester
ਨਿੱਕੀ ਜਲਪਰੀ (ਕਹਾਣੀ)	De kleine zeemeermin
ਗਾਂਧੀਨਗਰ	Gandhinagar (stad)
ਪੀ. ਏਸ. ਵੀ. ਏਇਂਧੋਵੇਨ	PSV (voetbalclub)
ਪ੍ਰਕਾਸ਼ ਸੰਸਲੇਸ਼ਣ	Fotosynthese
ਪ੍ਰਜਨਨ	Voortplanting (biologie)
ਸ਼ਾਹਬਲੂਤ	Eik
ਤਹਿਰੀਰ ਚੌਕ	Tahrirplein
ਰਾਜਫੋੜਾ	Kanker
ਅਰਨੈਸਟੋ ਟੇਓਡੋਰੋ ਮੋਨੇਟਾ	Ernesto Teodoro Moneta
ਜੀਨ ਹੈਨਰੀ ਡੁਨਾਂਟ	Henri Dunant
ਤਲਵਾਰਬਾਜ਼ੀ	Schermen
ਕਣਕ	Tarwe
ਆਦਰਾ	Betelgeuze (ster)
ਜੁਕਾਮ	Verkoudheid
ਜੰਤਰੀ	Kalender
ਬੋਲਾਪਣ	Doofheid
ਮਨੋਵਿਕਾਰ	Psychische aandoening
ਰੋਗ	Ziekte
ਗ੍ਰੈਗੋਰੀਅਨ ਕਲੰਡਰ	Gregoriaanse kalender
ਸਮਾਂ ਖੇਤਰ	Tijdzone
ਸਿਹਤ	Gezondheid
ਦਿਲ ਦਾ ਦੌਰਾ	Hartinfarct
ਤੂਤਨਖ਼ਾਮੁਨ	Toetanchamon
ਮਲੇਰੀਆ	Malaria
ਰੋਹੀਣੀ ਤਾਰਾ	Aldebaran (ster)
ਮੁਟਾਪਾ	Obesitas
ਮਿੱਤਰ ਤਾਰਾ	Alpha Centauri-stelsel
ਬੈਕਟੀਰੀਆ-ਵਿਰੋਧੀ ਦਵਾਈ	Antibioticum
ਕੈਨੋਪਸ	Canopus (ster)
ਨੌਂਤ	Nantes
ਏਡਜ਼	Aids
ਟੀਬੀ	Tuberculose
ਸ਼ੱਕਰ ਰੋਗ	Diabetes mellitus
ਚੇਚਕ	Pokken
ਕੁਰਦ ਲੋਕ	Koerden
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਆਈਸਲੈਂਡ	Sjabloon:Positiekaart IJsland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਵੀਡਨ	Sjabloon:Positiekaart Zweden
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਫ਼ਿਨਲੈਂਡ	Sjabloon:Positiekaart Finland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਸਤੋਨੀਆ	Sjabloon:Positiekaart Estland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਆਇਰਲੈਂਡ	Sjabloon:Positiekaart Ierland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੰਯੁਕਤ ਬਾਦਸ਼ਾਹੀ	Sjabloon:Positiekaart Verenigd Koninkrijk
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਫ਼ਰਾਂਸ	Sjabloon:Positiekaart Frankrijk
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਅੰਡੋਰਾ	Sjabloon:Positiekaart Andorra
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਪੇਨ	Sjabloon:Positiekaart Spanje
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਟਲੀ	Sjabloon:Positiekaart Italië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਵਿਟਜ਼ਰਲੈਂਡ	Sjabloon:Positiekaart Zwitserland
ਉਸਾਰੀ ਕਲਾ	Architectuur
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਲੋਵਾਕੀਆ	Sjabloon:Positiekaart Slowakije
ਪੁਲ	Brug (bouwwerk)
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਹੰਗਰੀ	Sjabloon:Positiekaart Hongarije
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਲੋਵੇਨੀਆ	Sjabloon:Positiekaart Slovenië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕ੍ਰੋਏਸ਼ੀਆ	Sjabloon:Positiekaart Kroatië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੋਸੋਵੋ ਗਣਰਾਜ	Sjabloon:Positiekaart Kosovo
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੋਂਟੇਨੇਗਰੋ	Sjabloon:Positiekaart Montenegro
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਕਦੂਨੀਆ ਗਣਰਾਜ	Sjabloon:Positiekaart Macedonië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਅਲਬਾਨੀਆ	Sjabloon:Positiekaart Albanië
ਵਿਲਾਰਿਆਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Villarreal CF
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੁਲਗਾਰੀਆ	Sjabloon:Positiekaart Bulgarije
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਰੋਮਾਨੀਆ	Sjabloon:Positiekaart Roemenië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੋਲਦੋਵਾ	Sjabloon:Positiekaart Moldavië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਯੂਕਰੇਨ	Sjabloon:Positiekaart Oekraïne
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੈਲਾਰੂਸ	Sjabloon:Positiekaart Wit-Rusland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜਾਰਜੀਆ	Sjabloon:Positiekaart Georgië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਤੁਰਕਮੇਨਿਸਤਾਨ	Sjabloon:Positiekaart Turkmenistan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਉਜ਼ਬੇਕਿਸਤਾਨ	Sjabloon:Positiekaart Oezbekistan
ਬੰਨ੍ਹ	Dam (waterkering)
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕਿਰਗਿਜ਼ਸਤਾਨ	Sjabloon:Positiekaart Kirgizië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਤਾਜਿਕਿਸਤਾਨ	Sjabloon:Positiekaart Tadzjikistan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਾਈਪ੍ਰਸ	Sjabloon:Positiekaart Cyprus
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੀਰੀਆ	Sjabloon:Positiekaart Syrië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਲਿਬਨਾਨ	Sjabloon:Positiekaart Libanon
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਜ਼ਰਾਈਲ	Sjabloon:Positiekaart Israël
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜਾਰਡਨ	Sjabloon:Positiekaart Jordanië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਰਾਨ	Sjabloon:Positiekaart Iran
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੁਵੈਤ	Sjabloon:Positiekaart Koeweit
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਾਊਦੀ ਅਰਬ	Sjabloon:Positiekaart Saoedi-Arabië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬਹਿਰੀਨ	Sjabloon:Positiekaart Bahrein
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕਤਰ	Sjabloon:Positiekaart Qatar
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੰਯੁਕਤ ਅਰਬ ਅਮੀਰਾਤ	Sjabloon:Positiekaart Verenigde Arabische Emiraten
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਓਮਾਨ	Sjabloon:Positiekaart Oman
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਯਮਨ	Sjabloon:Positiekaart Jemen
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਪਾਕਿਸਤਾਨ	Sjabloon:Positiekaart Pakistan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭਾਰਤ	Sjabloon:Positiekaart India
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭੂਟਾਨ	Sjabloon:Positiekaart Bhutan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੰਗਲਾਦੇਸ਼	Sjabloon:Positiekaart Bangladesh
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬਰਮਾ	Sjabloon:Positiekaart Myanmar
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਾਲਦੀਵ	Sjabloon:Positiekaart Maldiven
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੰਗੋਲੀਆ	Sjabloon:Positiekaart Mongolië
ਲੂਣ (ਰਸਾਇਣ ਵਿਗਿਆਨ)	Zouten
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਉੱਤਰੀ ਕੋਰੀਆ	Sjabloon:Positiekaart Noord-Korea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਦੱਖਣੀ ਕੋਰੀਆ	Sjabloon:Positiekaart Zuid-Korea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜਪਾਨ	Sjabloon:Positiekaart Japan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਫ਼ਿਲਪੀਨਜ਼	Sjabloon:Positiekaart Filipijnen
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਵੀਅਤਨਾਮ	Sjabloon:Positiekaart Vietnam
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਲਾਓਸ	Sjabloon:Positiekaart Laos
ਮਾਰੀਓ	Mario (Nintendo)
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੰਬੋਡੀਆ	Sjabloon:Positiekaart Cambodja
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਥਾਈਲੈਂਡ	Sjabloon:Positiekaart Thailand
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬਰੂਨਾਏ	Sjabloon:Positiekaart Brunei
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇੰਡੋਨੇਸ਼ੀਆ	Sjabloon:Positiekaart Indonesië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਪੂਰਬੀ ਤਿਮੋਰ	Sjabloon:Positiekaart Oost-Timor
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਆਸਟਰੇਲੀਆ	Sjabloon:Positiekaart Australië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਨਿਊਜ਼ੀਲੈਂਡ	Sjabloon:Positiekaart Nieuw-Zeeland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਪਾਪੂਆ ਨਿਊ ਗਿਨੀ	Sjabloon:Positiekaart Papoea-Nieuw-Guinea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਵਨੁਆਤੂ	Sjabloon:Positiekaart Vanuatu
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਮੋਆ	Sjabloon:Positiekaart Samoa
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੂਰੀਨਾਮ	Sjabloon:Positiekaart Suriname
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗੁਇਆਨਾ	Sjabloon:Positiekaart Guyana
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਵੈਨੇਜ਼ੁਏਲਾ	Sjabloon:Positiekaart Venezuela
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੋਲੰਬੀਆ	Sjabloon:Positiekaart Colombia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਏਕੁਆਡੋਰ	Sjabloon:Positiekaart Ecuador
ਮੋਨਾ ਲੀਜ਼ਾ	Mona Lisa
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਪੇਰੂ	Sjabloon:Positiekaart Peru
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੋਲੀਵੀਆ	Sjabloon:Positiekaart Bolivia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਚਿਲੇ	Sjabloon:Positiekaart Chili
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਅਰਜਨਟੀਨਾ	Sjabloon:Positiekaart Argentinië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਪੈਰਾਗੁਏ	Sjabloon:Positiekaart Paraguay
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਉਰੂਗੁਏ	Sjabloon:Positiekaart Uruguay
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬ੍ਰਾਜ਼ੀਲ	Sjabloon:Positiekaart Brazilië
ਪੀਰੇਨੇ	Pyreneeën
ਡਿਟਰਾਇਟ, ਮਿਸ਼ੀਗਨ	Detroit (Michigan)
ਕੌਮਾਂਤਰੀ ਇਕਾਈ ਢਾਂਚਾ	SI-stelsel
ਬੁਰਜ ਖ਼ਲੀਫ਼ਾ	Burj Khalifa
ਚੀਨ ਦੀ ਮਹਾਨ ਦੀਵਾਰ	Chinese Muur
ਪੂਰਨ ਸੰਖਿਆ	Geheel getal
ਆਈਆ ਸੋਫ਼ੀਆ	Hagia Sophia
ਪਿਰਾਮਿਡ	Piramide (bouwwerk)
ਬਿਜ਼ਾਨਤਿਨ ਸਲਤਨਤ	Byzantijnse Rijk
ਸਲੀਬੀ ਜੰਗਾਂ	Kruistocht
ਮੰਗੋਲ ਸਾਮਰਾਜ	Mongoolse Rijk
ਸਲਤਨਤ ਉਸਮਾਨੀਆ	Ottomaanse Rijk
ਪ੍ਰੋਟੈਸਟੈਂਟ ਪੁਨਰਗਠਨ	Reformatie
ਲਾਤੀਨੀ ਅਮਰੀਕਾ	Latijns-Amerika
ਮੈਕਸੀਕੋ ਦੀ ਖਾੜੀ	Golf van Mexico
ਕੁੱਲ ਘਰੇਲੂ ਪੈਦਾਵਾਰ	Bruto binnenlands product
ਕੈਲੀਗ੍ਰਾਫੀ	Kalligrafie
ਮੈਕਸਿਮ ਗੋਰਕੀ	Maksim Gorki
ਬਿਜਲੀ	Elektriciteit
ਪਥਰਾਟੀ ਬਾਲਣ	Fossiele brandstof
ਭਾਫ਼ ਦਾ ਇੰਜਣ	Stoommachine
ਨਿਊਕਲੀ ਬੰਬ	Kernwapen
ਅਬੈਕਸ	Abacus (rekentuig)
ਉਮਬੇਰਤੋ ਈਕੋ	Umberto Eco
ਇਬੇਰੀਆਈ ਟਾਪੂਨੁਮਾ	Iberisch Schiereiland
ਪਾਉਲੋ ਕੋਇਲੋ	Paulo Coelho
ਪੇਲੇ (ਖਿਡਾਰੀ)	Pelé
ਮਾਜੁਰੋ	Majuro
ਮਾਰੀਨ ਲ ਪੈਨ	Marine Le Pen
ਸਵਾਤੀ ਤਾਰਾ	Arcturus (ster)
ਬਲਾਟਰਿਕਸ	Bellatrix (ster)
ਐਪਸੀਲੋਨ ਓਰੀਓਨਿਸ	Alnilam
ਨਿਊਕਲੀ ਮੇਲ	Kernfusie
ਕਰਤੁ	Dubhe
ਅੰਗਿਰਸ	Alioth
ਪੁਲਸਤਯ	Merak (ster)
ਖੋਪੜੀ	Schedel
ਮਾਸਕੋ ਸਟੇਟ ਯੂਨੀਵਰਸਿਟੀ	Staatsuniversiteit van Moskou
ਫੋਮਾਲਹਾਊਟ ਤਾਰਾ	Fomalhaut A
ਮਿਤਰਕ ਤਾਰਾ	Agena
ਮੁਨੱਕਾ	Rozijn
ਨਾਰੀਅਲ	Kokospalm
ਅਨਾਰ	Granaatappel
ਆੜੂ	Perzik
ਸੰਤਰਾ	Sinaasappel
ਰਾਜਸਥਾਨੀ ਭਾਸ਼ਾ	Rajasthani
ਰੋਮਾਨੀ ਭਾਸ਼ਾ	Romani
ਕੋਸਾ ਭਾਸ਼ਾ	Xhosa (taal)
ਫਰਦੀਨਾ ਦ ਸੌਸਿਊਰ	Ferdinand de Saussure
ਆਈਸ ਕਰੀਮ	Roomijs
ਉਇਗ਼ੁਰ ਭਾਸ਼ਾ	Oeigoers
ਸਿੰਹਾਲਾ ਭਾਸ਼ਾ	Singalees
ਕੇਕ	Taart
ਮਾਂਟਸਰਾਤ	Montserrat (eiland)
ਹਾਰਵਰਡ ਯੂਨੀਵਰਸਿਟੀ	Harvard-universiteit
ਬਸ਼ਕੀਰ ਭਾਸ਼ਾ	Basjkiers
ਕ੍ਰਿਤੀਕਾ	Zevengesternte
ਅਲ ਜਜ਼ੀਰਾ	Al Jazeera
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਰੀਨਲੈਂਡ	Sjabloon:Positiekaart Groenland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੈਨੇਡਾ	Sjabloon:Positiekaart Canada
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੈਕਸੀਕੋ	Sjabloon:Positiekaart Mexico
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੇਲੀਜ਼	Sjabloon:Positiekaart Belize
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗੁਆਤੇਮਾਲਾ	Sjabloon:Positiekaart Guatemala
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਾਲਵਾਦੋਰ	Sjabloon:Positiekaart El Salvador
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਹਾਂਡੂਰਾਸ	Sjabloon:Positiekaart Honduras
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਨਿਕਾਰਾਗੁਆ	Sjabloon:Positiekaart Nicaragua
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੋਸਤਾ ਰੀਕਾ	Sjabloon:Positiekaart Costa Rica
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਪਨਾਮਾ	Sjabloon:Positiekaart Panama
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬਹਾਮਾਸ	Sjabloon:Positiekaart Bahama's
ਫਰਮਾ:ਨਕਸ਼ਾ ਸਥਿਤੀ ਕਿਊਬਾ	Sjabloon:Positiekaart Cuba
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜਮੈਕਾ	Sjabloon:Positiekaart Jamaica
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਐਂਟੀਗੁਆ ਅਤੇ ਬਰਬੂਡਾ	Sjabloon:Positiekaart Antigua en Barbuda
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਡੋਮਿਨਿਕਾ	Sjabloon:Positiekaart Dominica
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬਾਰਬਾਡੋਸ	Sjabloon:Positiekaart Barbados
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਤ੍ਰਿਨੀਦਾਦ ਅਤੇ ਤੋਬਾਗੋ	Sjabloon:Positiekaart Trinidad en Tobago
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਹਿੰਦ ਮਹਾਂਸਾਗਰ	Sjabloon:Positiekaart Indische Oceaan
ਐਂਜਲੀਨਾ ਜੋਲੀ	Angelina Jolie
ਈਲ-ਡ-ਫ਼ਰਾਂਸ	Île-de-France
ਏਡਰੀਆਟਿਕ ਸਮੁੰਦਰ	Adriatische Zee
ਸੌਂਤਰ	Centre-Val de Loire
ਪਿਕਾਰਡੀ	Picardië
ਅਰਬੀ ਭਾਸ਼ਾ	Arabisch
ਕਾਪਾ ਓਰਾਔਨਿਸ	Saiph
ਆਈਪੌਡ ਟੱਚ	IPod touch
ਸ਼ਾਂਪੇਨ-ਆਰਦਨ	Champagne-Ardenne
ਕਾਰਸਿਕਾ	Corsica
OS X	OS X
ਅਫ਼ਰੀਕਾਂਸ ਭਾਸ਼ਾ	Afrikaans
ਸਾਂਤੀਆਗੋ ਦੇ ਕੋਮਪੋਸਤੇਲਾ	Santiago de Compostella
ਓਬੀਐਦੋ	Oviedo (stad)
ਬੀਟਾ	Bèta (letter)
ਗਾਮਾ	Gamma (letter)
ਸਟੈਗੋਸੌਰਸ	Stegosaurus
ਡੈਲਟਾ (ਅੱਖਰ)	Delta (letter)
ਐਪਸੀਲੋਨ	Epsilon
ਜ਼ੀਟਾ	Zèta
ਈਟਾ	Èta
ਥੀਟਾ	Thèta
ਆਓਟਾ	Iota (letter)
ਕਾਪਾ	Kappa (letter)
ਨਿਊ (ਅੱਖਰ)	Nu (letter)
ਕਸੀ (ਅੱਖਰ)	Xi (letter)
ਜ਼ੁਰਿਕ ਝੀਲ	Meer van Zürich
ਓਮੀਕ੍ਰੋਨ	Omikron
ਰੋ	Rho (letter)
ਸਿਗਮਾ	Sigma (letter)
ਟਾਓ	Tau (letter)
ਉਪਸੀਲੋਨ	Ypsilon
ਕਾਈ	Chi (letter)
ਸਾਈ (ਅੱਖਰ)	Psi (letter)
ਈਸਟਰ ਟਾਪੂ	Paaseiland
ਥੋਹਰ	Cactusfamilie
ਲਿਨਕਸ ਕਰਨਲ	Linuxkernel
ਪ੍ਰਕਾਸ਼ ਵਿਗਿਆਨ	Optica
ਸਨ ਮਾਈਕ੍ਰੋਸਿਸਟਮਸ	Sun Microsystems
ਘਰੇਲੂ ਚਿੜੀ	Huismus
ਫ਼ਿਨਲੈਂਡ ਦੀ ਖਾੜੀ	Finse Golf
ਫ਼ਰਨੀਚਰ	Meubilair
ਮੇਜ਼	Tafel (meubilair)
ਮਕਾਉ	Macau
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੋਰਾਕੋ	Sjabloon:Positiekaart Marokko
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਅਲਜੀਰੀਆ	Sjabloon:Positiekaart Algerije
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਤੁਨੀਸੀਆ	Sjabloon:Positiekaart Tunesië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਲੀਬੀਆ	Sjabloon:Positiekaart Libië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਿਸਰ	Sjabloon:Positiekaart Egypte
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਾਲੀ	Sjabloon:Positiekaart Mali
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਨਾਈਜਰ	Sjabloon:Positiekaart Niger
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਚਾਡ	Sjabloon:Positiekaart Tsjaad
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੁਡਾਨ	Sjabloon:Positiekaart Soedan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਦੱਖਣੀ ਸੁਡਾਨ	Sjabloon:Positiekaart Zuid-Soedan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਰੀਤਰੀਆ	Sjabloon:Positiekaart Eritrea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਥੋਪੀਆ	Sjabloon:Positiekaart Ethiopië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜਿਬੂਤੀ	Sjabloon:Positiekaart Djibouti
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੋਮਾਲੀਆ	Sjabloon:Positiekaart Somalië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੇਪ ਵਰਡ	Sjabloon:Positiekaart Kaapverdië
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੇਨੇਗਲ	Sjabloon:Positiekaart Senegal
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਾਂਬੀਆ	Sjabloon:Positiekaart Gambia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਿਨੀ-ਬਿਸਾਊ	Sjabloon:Positiekaart Guinee-Bissau
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਿਨੀ	Sjabloon:Positiekaart Guinee
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਿਏਰਾ ਲਿਓਨ	Sjabloon:Positiekaart Sierra Leone
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਲਾਈਬੇਰੀਆ	Sjabloon:Positiekaart Liberia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਦੰਦ ਖੰਡ ਤਟ	Sjabloon:Positiekaart Ivoorkust
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੁਰਕੀਨਾ ਫ਼ਾਸੋ	Sjabloon:Positiekaart Burkina Faso
