ఆఫ్రికా	Afrika
లఖిసరాయ్	Lakhisarai (district)
కతిహార్	Katihar (district)
సివిల్ ఇంజనీరింగ్	Civiele techniek
రేడియాలజీ	Radiologie
మాధెపురా	Madhepura (district)
ఏకదళబీజాలు	Eenzaadlobbigen
వీధి	Straat (verharde weg)
సూపర్ మేన్	Superman
గూగుల్ క్రోమ్ OS	Chrome OS
గూగుల్ డెస్క్‌టాప్	Google Desktop
గూగుల్ ప్లే	Google Play
గూగుల్ వెబ్ టూల్‌కిట్	Google Web Toolkit
3G	3G
లైసెన్సు	Licentie
కిలోబైట్	Kilobyte
టెరాబైట్	Terabyte
కొవ్వొత్తి	Kaars
భారమితి	Barometer
ఫ్రెండ్స్ (ధారావాహిక)	Friends (sitcom)
తట్టు	Mazelen
యాంత్రిక అనువాదం	Computervertaling
క్రోధం	Woede
బ్రెయిలీ లిపి	Braille
ప్రభుత్వేతర సంస్థ	Niet-gouvernementele organisatie
కృష్ణ పదార్థం	Donkere materie
మొటిమ	Acne
పుప్పొడి	Stuifmeel
క్రైస్ట్‌ ద రిడీమర్ (శిలా విగ్రహం)	Christus de Verlosser
కాశీ	Benares (stad)
25 (సంఖ్య)	25 (getal)
24 (సంఖ్య)	24 (getal)
గజనిమ్మ	Pompelmoes
చెక్కు	Cheque
ప్రిజన్ బ్రేక్	Prison Break
సొనెట్	Sonnet
మేగాన్ ఫాక్స్	Megan Fox
చిహ్నం	Symbool
కలబంద	Aloë vera
మానవీయ శాస్త్రాలు	Geesteswetenschappen
టోపీ	Hoed
చింపాంజీ	Chimpansees
జోసెఫ్ లూయిస్ లెగ్రాంజ్	Joseph-Louis Lagrange
సీసా	Fles
చింత	Tamarinde
ఏంజెల్ జలపాతము	Ángelwaterval
కార్న్	Korn (band)
లిబరేషన్ టైగర్స్ ఆఫ్ తమిళ్ ఈలం	Tamiltijgers
బెంగాల్	Bengalen (gebied)
ముంగిస	Mangoesten
పాట్నా	Patna (stad)
రూపాయి	Indiase roepie
బెండకాయ	Okra (plant)
డైనమైట్	Dynamiet
టెన్సింగ్ నార్కే	Tenzing Norgay
పలభా యంత్రము	Zonnewijzer
స్పుత్నిక్	Spoetnik 1
హ్యారీ పాటర్ అండ్ ది ఆర్డర్ ఆఫ్ ది ఫినిక్స్	Harry Potter en de Orde van de Feniks (boek)
అన్నే బోలీన్	Anna Boleyn
గబ్రియేలా మిస్ట్రాల్	Gabriela Mistral
అణు రియాక్టరు	Kernreactor
జేమ్స్ చాడ్విక్	James Chadwick
మైక్రోసాఫ్ట్ ఔట్లుక్	Microsoft Outlook
పశు పోషణ	Veeteelt
కేట్ బ్లాంచెట్	Cate Blanchett
జుడాస్ ఇస్కారియట్	Judas Iskariot
ఈక	Veer (vogel)
జలచక్రం	Waterkringloop
హోమియోపతీ వైద్య విధానం	Homeopathie
ఇంజనీరు	Ingenieur
ఫిరంగి	Kanon (geschut)
అణుపుంజము	Polymeer
మార్ఫిన్	Morfine
ఉడుము	Varanus
సిమెన్స్ AG	Siemens AG
ఆటోమేటెడ్ టెల్లర్ మెషీన్	Geldautomaat
ఎకరం	Acre (oppervlaktemaat)
బ్రెట్ హార్ట్	Bret Hart
శనగలు	Kikkererwt
పాల కూర	Spinazie
సిట్రస్	Citrusvrucht
పియర్స్ బ్రోస్నన్	Pierce Brosnan
పాస్కల్(కంప్యూటర్)	Pascal (programmeertaal)
తుమ్మ	Acacia (plant)
ఫాస్ట్ ఫుడ్	Fastfood
వాతావరణ పీడనం	Luchtdruk
మోనికా బెల్లూచి	Monica Bellucci
గొంగళి పురుగు	Rups
చెంచా	Lepel (bestek)
నొప్పి	Pijn
జిబ్రయీల్	Gabriël (aartsengel)
కాంచెన్‌జంగా	Kangchenjunga
కొమ్ము	Hoorn (anatomie)
భాషా భాగాలు	Woordsoort
స్టీవెన్ సీగల్	Steven Seagal
ఆహార మరియు వ్యవసాయ సంస్థ	Verenigde Naties Voedsel- en Landbouworganisatie
అవక్షేపణ రాయి	Sedimentair gesteente
విరామ చిహ్నములు	Interpunctie
రక్త పీడనం	Bloeddruk
గడ్డం	Kin (lichaamsdeel)
చిత్రం స్కానర్	Scanner (grafisch)
పేరు	Naam
సొకొట్రా	Socotra (eiland)
నారాయణ్ కార్తికేయన్	Narain Karthikeyan
రాజకీయవేత్త	Politicus
చైనా చరిత్ర	Geschiedenis van China
షడ్భుజి	Regelmatige zeshoek
పుట్ట గొడుగు	Paddenstoel (schimmel)
భారత జాతీయగీతం	Jana-Gana-Mana
టవర్ వంతెన	Tower Bridge
షార్లోట్టేస్ వెబ్ 2: విల్బుర్స్ గ్రేట్ అడ్వెంచర్	Charlotte's Web 2: Wilbur's Grote Avontuur
శ్రీనివాస రామానుజన్	Srinivasa Aaiyangar Ramanujan
ఈస్టిండియా కంపెనీ	Britse Oost-Indische Compagnie
జాజికాయ	Nootmuskaat
పైకప్పు	Dak
అలీనోద్యమం	Beweging van Niet-Gebonden Landen
కెప్లర్ గ్రహ గమన నియమాలు	Wetten van Kepler
నేరం	Misdaad
స్పాంజ్‌బాబ్ స్క్వేర్ పాంట్స్	SpongeBob SquarePants
శిలావరణం	Lithosfeer
ఉరుము	Donder
ఫోర్ట్రాన్	Fortran
టైఫాయిడ్	Buiktyfus
నైట్రిక్ ఆమ్లం	Salpeterzuur
గియాకోమో కాసనోవా	Giacomo Casanova
గురునానక్	Goeroe Nanak
ఎరువు	Kunstmest
లైసోసోము	Lysosoom
జేమ్స్‌ వాట్సన్‌	James Watson
సున్తీ	Circumcisie
ఒరిగమి	Origami
జేమ్స్ డీన్	James Dean
జీన్స్ (వస్త్రం)	Spijkerbroek
కర్మాగారము	Fabriek
స్పార్టకస్	Spartacus (slavenleider)
మెగాడెత్	Megadeth
మనాలి	Manali (Kullu)
జాన్ టెర్రీ	John Terry (voetballer)
సభ్యోక్తి	Eufemisme
జుడాస్ ప్రీస్ట్	Judas Priest
వేడి నీటి బుగ్గ	Geiser (bron)
మరాఠా సామ్రాజ్యం	Maratharijk
జహాంగీర్	Nuruddin Salim Jahangir
షాజహాన్	Shah Jahan
సిమ్లా	Shimla (stad in Himachal Pradesh)
పైథాన్ సాఫ్ట్‌వేర్ ఫౌండేషన్	Python Software Foundation
ఆదిల్‌షాహీ వంశము	Sultanaat Bijapur
ఋతుచక్రం	Menstruatiecyclus
మిడత	Treksprinkhaan
గౌడ	Gouda
HCard	HCard
రాతప్రతులు	Handschrift (boek)
శబ్ద కాలుష్యం	Geluidshinder
వర్గం:బార్‌కోడ్‌లు	Categorie:Streepjescode
మూస:Cite book	Sjabloon:Citeer boek
జేమ్స్ గోస్లింగ్	James Gosling
ఆలిస్'స్ ఎడ్వెన్చర్స్ ఇన్ వండర్‌ల్యాండ్	Alice's Adventures in Wonderland
ఎరిక్ ఇ. ష్మిత్	Eric Schmidt
సర్జీ బ్రిన్	Sergey Brin
విలియం హార్వే	William Harvey
లూయీ బ్రెయిలీ	Louis Braille
రేఖాచిత్రం	Tekening
కోడి గుడ్డు	Ei (voeding)
విడాకులు	Echtscheiding
బాలీవుడ్	Bollywood
తులిప్	Tulp
డాక్యుమెంటరీ చిత్రం	Documentaire
ఈము	Emoe
ఓ.ఎస్.ఐ నమూనా	OSI-model
ద హూ	The Who
సీమస్ హీనీ	Seamus Heaney
బాబ్ హోప్	Bob Hope
పొద్దుతిరుగుడు నూనె	Zonnebloemolie
ఖాన్ అకాడమీ	Khan Academy
పాంథియోన్, రోమ్	Pantheon (Rome)
ఫాల్కిర్క్ చక్రము	Falkirk-wiel
తలగడ	Kussen
నవాడా	Nawada (district)
పుర్నియా	Purnia (district)
రోహ్తాస్	Rohtas (district)
షెవొహార్	Sheohar (district)
పశ్చిమ చంపారణ్	Pashchim Champaran
వైశాలి	Vaishali (district)
సివన్	Siwan (district)
సీతామర్హి	Sitamarhi (district)
శరన్	Saran (district)
బస్తర్ జిల్లా	Bastar (district)
బిలాస్‌పూర్	Bilaspur (district in Chhattisgarh)
దుర్గ్	Durg (district)
ధమ్తారి	Dhamtari (district)
దంతేవాడ	Dantewada (district)
పౌండ్ (పరిమాణం)	Pond (massa)
ఇతర పదాల మొదటి అక్షరాల నుండి పుట్టిన పదం (ఏక్రానిం) మరియు ఇనీష్యలిజం	Acroniem
ప్రోటోజోవా	Protozoa
మెకానికల్ ఇంజనీరింగ్	Werktuigbouwkunde
ఇంటి పేర్లు	Achternaam
గంట (పరికరం)	Klok (bel)
స్వైన్ ఫ్లూ	Mexicaanse griep
ఎస్టర్	Ester (scheikunde)
ఆల్డిహైడు	Aldehyde
డీప్ పర్పుల్	Deep Purple
రాక్షస గూళ్లు	Hunebed
వాక్యూమ్ క్లీనర్	Stofzuiger
బలిపీఠము	Altaar (religie)
ఇగ్లూ	Iglo
తేయాకు	Theeplant
కలుపు మొక్క	Onkruid
సెగవ్యాధి	Gonorroe
ప్రయోగం	Experiment
ఉలిపిరి కాయలు	Wrat
రోనాల్డ్ రాస్	Ronald Ross
ఇవాంజెలిస్టా టొర్రిసెల్లి	Evangelista Torricelli
డాక్టర్ నో	Dr. No
కనిష్ఠ సామాన్య గుణిజం	Kleinste gemene veelvoud
సోడియమ్ హైడ్రాక్సైడ్	Natriumhydroxide
ఖనిజాలు	Erts (mineraal)
తేనెటీగ	Honingbijen
హారియట్ టబ్‌మన్	Harriet Tubman
కేసరము	Meeldraad
ఈథరు	Ether (scheikunde)
వి ఫర్ వెండెట్టా	V for Vendetta (strip)
రవి శంకర్	Ravi Shankar (musicus)
మూలవాసులు	Inheemse bevolking
చార్లీ షీన్	Charlie Sheen
తెలుగు వచనములు	Getal (taalkunde)
రాతినార	Asbest
పల్ప్ ఫిక్షన్ (చలన చిత్రం)	Pulp Fiction
పంటి చిగురు	Tandvlees
జాన్ బోర్గ్	Björn Borg
పౌర్ణమి	Volle maan (astronomie)
రాబర్ట్‌ ఎడ్వర్డ్స్‌	Robert Edwards (fysioloog)
రేడియో పౌనఃపున్య గుర్తింపు	Radio-frequency identification
సిడ్నీ షెల్డన్	Sidney Sheldon
గోమేదికం	Granaat (mineraal)
పరుగు (రన్)	Hardlopen
క్రైస్తవుడు	Christen
సీలియేటా	Ciliophora
మజ్జిగ	Karnemelk
మాగ్నస్ కార్ల్‌సన్	Magnus Carlsen
రాజేష్ ఖన్నా	Rajesh Khanna
కాపర్ సల్ఫేట్	Koper(II)sulfaat
మంగలి	Barbier
మెగా	Mega (voorvoegsel)
జనపనార	Jute
ది బోర్న్ అల్టిమేటం (చలనచిత్రం)	The Bourne Ultimatum
పక్షవాతం	Verlamming
రాబర్ట్ లుకాస్	Robert Lucas jr.
పూరేకు	Kroonblad
హరగోవింద్ ఖొరానా	Har Gobind Khorana
అగ్నిమాపక శాఖ	Brandweer
మధ్య ఢిల్లీ	Centraal-Delhi
నార్త్ గోవా	Noord-Goa
పరీక్ష నాళిక	Reageerbuis
సౌత్ గోవా	Zuid-Goa
వినోద భరితమైన విలువిద్యా ప్రదర్శనలు	Boogschieten
ధ్యానం	Meditatie
గిగా-	Giga
టెరా-	Tera
ఎ. ఆర్. రెహమాన్	A.R. Rahman
ఇంక్‌జెట్ ప్రింటర్	Inkjetprinter
దేశాల జాబితా – తలసరి నామినల్ జి.డి.పి. క్రమంలో	Lijst van landen naar bbp per hoofd van de bevolking
రోటరీ క్లబ్	Rotary International
యుగళగీతం	Duet
ఇంగువ	Duivelsdrek
మాలకాకి	Dikbekkraai
హుసైన్ ఇబ్న్ అలీ	Hoessein (imam)
రాధ	Radha
రినైటిస్‌	Rinitis
బాట్‌మాన్ (1989 చిత్రం)	Batman (1989)
రామన్ మెగసెసే	Ramon Magsaysay
చుండ్రు	Roos (aandoening)
ఆక్సి అసిటిలిన్ వెల్డింగు	Autogeen lassen
గ్రాండ్ కేనియన్	Grand Canyon
