આફ્રિકા	Afrika
લુન્ગલેઇ	Lunglei (stad)
પોષ	Pausha
ધનુ રાશી	Boogschutter (astrologie)
રોટલી	Roti (gerecht)
કૂકડો	Haan (kip)
મેવાત જિલ્લો	Mewat (district)
સિવની જિલ્લો	Seoni (district)
મેરઠ પ્રાંત	Meerut (divisie)
રામચકલી	Kaapse mees
કાંટની ફુત્કી	Jungleprinia
પાલેજ	Palej
સિપા	Seppa
માલપુર	Malpur
ધનબાદ જિલ્લો	Dhanbad (district)
સોનીપત જિલ્લો	Sonipat (district)
અશોકનગર જિલ્લો	Ashoknagar (district)
ગ્રામિણ કામરુપ જિલ્લો	Kamrup (district)
પૌડી	Pauri
શ્રાવણ	Shraavana
હરદ્વાર જિલ્લો	Haridwar (district)
ખરગોન જિલ્લો	Khargone (district)
રાયગઢ જિલ્લો	Raigarh (Chhattisgarh)
મૈનપુરી	Mainpuri (stad)
કિન્નોર જિલ્લો	Kinnaur
ગુમલા જિલ્લો	Gumla (district)
પાલમપુર	Palampur
કોરિયા જિલ્લો	Koriya (district)
રાયપુર જિલ્લો	Raipur (district)
બોકારો જિલ્લો	Bokaro (district)
પાકુડ જિલ્લો	Pakur (district)
ફુલબાણી	Phulabani
સુન્દરગઢ જિલ્લો	Sundargarh (district)
કુપવાડા જિલ્લો	Kupwara (district)
ડોડા જિલ્લો	Doda (district)
સિહોર જિલ્લો, મધ્ય પ્રદેશ	Sehore (district)
શિવપુરી જિલ્લો	Shivpuri (district)
અનૂપપુર જિલ્લો	Anuppur (district)
કોરબા જિલ્લો	Korba (district)
રતલામ જિલ્લો	Ratlam (district)
સેનાપતિ જિલ્લો	Senapati (district)
તમેન્ગલોન્ગ જિલ્લો	Tamenglong (district)
ઉના જિલ્લો	Una (district)
રેવાડી જિલ્લો	Rewari (district)
ચંડેલ જિલ્લો	Chandel (district)
ગિરીડીહ જિલ્લો	Giridih (district)
ગઢવા જિલ્લો	Garhwa (district)
ઉમેદ ભવન મહેલ	Umaid Bhawan-paleis
મંગલદાઇ	Mangaldoi
દક્ષિણ ૨૪ પરગણા જિલ્લો	Dakshin 24 Parganas
મિર્જાપુર પ્રાંત	Mirzapur (divisie)
સિંધી	Sindhi
કાંકેર જિલ્લો	Kanker (district)
કર્ણ પ્રયાગ	Karn Prayag
ઉના, હિમાચલ પ્રદેશ	Una (Himachal Pradesh)
બરાન જિલ્લો	Baran (district)
રુદ્રપુર	Rudrapur (Udham Singh Nagar)
મોન જિલ્લો	Mon (district)
ફલટણ	Phaltan
પદરૌના	Padrauna
સુરગાણા	Surgana
મુરૈના જિલ્લો	Morena (district)
પન્ના જિલ્લો	Panna (district)
મંડલા જિલ્લો	Mandla (district)
ભિંડ જિલ્લો	Bhind (district)
નીમચ જિલ્લો	Neemuch (district)
રાજનાંદગાંવ જિલ્લો	Rajnandgaon (district)
રુપનગર (પંજાબ)	Rupnagar (stad)
આઝમગઢ પ્રાંત	Azamgarh (divisie)
અદ્વૈત વેદાંત	Advaita Vedanta
અડાલજ	Adalaj
ગડગ જિલ્લો	Gadag (district)
ભાદરવો	Bhaadrapada
પાતાળ	Patala
પરિસ્થિતિ-જળ વિજ્ઞાન (ઈકોહાઈડ્રોલૉજી)	Ecohydrologie
બૌઢ જિલ્લો	Boudh (district)
ચૈત્ર	Chaitra
મુજફ્ફરનગર જિલ્લો	Muzaffarnagar (district)
મલ્કાનગિરિ જિલ્લો	Malkangiri (stad)
મુકેશ	Mukesh
જેઠ	Jyeshtha
ડિંડોરી જિલ્લો	Dindori (district)
સાર્વભૌમ દેશોના રાષ્ટ્રધ્વજોની ચિત્રગેલેરી	Lijst van vlaggen van de wereld
સંગરુર (પંજાબ)	Sangrur (stad)
યેવલા	Yevla
કરાડ	Karad (India)
ટીકમગઢ જિલ્લો	Tikamgarh (district)
સીધી જિલ્લો	Sidhi (district)
શાજાપુર જિલ્લો	Shajapur (district)
મહાસમન્દ જિલ્લો	Mahasamund (district)
કવર્ધા જિલ્લો	Kawardha (district)
શિવ સંહિતા	Shiva samhita
મુનિ કી રેતી	Muni Ki Reti
નંદ પ્રયાગ	Nand Prayag
પૂર્વીય સિંહભૂમ જિલ્લો	Purba Singhbhum
પાઘડી	Tulband (hoofddeksel)
ઉસ્માનાબાદ	Osmanabad (stad)
વારાણસી પ્રાંત	Benares (divisie)
દામોહ જિલ્લો	Damoh (district)
લખનૌ પ્રાંત	Lucknow (divisie)
ખલિલાબાદ	Khalilabad
રોઇન્ગ	Roing
મમિત	Mamit (stad)
સિમડેગા	Simdega
શિવહર	Sheohar (stad)
મારિગાંવ	Marigaon (stad)
કોલાર જિલ્લો	Kolar (district)
અસ્તેય	Asteya
સ્વાધ્યાય	Svadhyaya
હોમાય વ્યારાવાલા	Homai Vyarawalla
દીવ જિલ્લો	Diu (district)
કાણોદર (તા. પાલનપુર)	Kanodar
મુરાદાબાદ પ્રાંત	Moradabad (divisie)
રાજુરા	Rajura
તળોદા (મહારાષ્ટ્ર)	Talode
મહુવર	Mahuvar
ટ્વેનસાંગ જિલ્લો	Tuensang (district)
માનસા (પંજાબ)	Mansa (Punjab)
બાંદા	Banda (stad in Uttar Pradesh)
જાંજગીર-ચમ્પા જિલ્લો	Janjgir-Champa
હમીરપુર	Hamirpur (stad in Himachal Pradesh)
પડધરી	Paddhari
સઇહા	Saiha (stad)
ચુરાચાંદપુર જિલ્લો	Churachandpur (district)
જશપુર જિલ્લો	Jashpur (district)
દુમકા જિલ્લો	Dumka (district)
સતના જિલ્લો	Satna (district)
રાયગઢા જિલ્લો	Rayagada (district)
કઠુઆ	Kathua (stad)
વીર ચક્ર (પુરસ્કાર)	Vir Chakra
અભંગ	Abhang
ગુલબર્ગ જિલ્લો	Gulbarga (district)
કટરા	Katra (Udhampur)
રામનગર, ઉત્તરાંચલ	Ramnagar (Nainital)
વન લલેડુ	Junglebabbelaar
મેઘરજ	Meghraj
મહાવીર ચક્ર (પુરસ્કાર)	Maha Vir Chakra
લક્ષ્મણ ઝુલા (ઋષિકેશ)	Lakshman Jhula
બેટમેન (ચિત્રકથા)	Batman (personage)
મયૂરાસન	Mayurasana
અથર્વ ઋષિ	Atharvan
વૈશાખ	Vaishakha
અલવાર	Alwar (stad)
શહાદા (મહારાષ્ટ્ર)	Shahade
ભારતીય ધ્વજો	Lijst van vlaggen van India
ફૈજાબાદ પ્રાંત	Faizabad (divisie)
ચિત્રકૂટ પ્રાંત	Chitrakoot (divisie)
ઉકાઇ	Ukai
ફાગણ	Phaalguna
ઓદાલગુરિ	Udalguri
કારવાર	Karwar
કૂચબિહાર જિલ્લો	Cooch Behar (district)
કોકરાઝાર	Kokrajhar (stad)
ગ્રામ પંચાયત	Gram panchayat
ચન્દૌલી	Chandauli (stad)
ચન્દૌલી જિલ્લો	Chandauli (district)
વરતેજ (તા. ભાવનગર)	Vartej
તલ	Sesam
માંડ્યા જિલ્લો	Mandya (district)
મુજફ્ફરનગર	Muzaffarnagar (stad)
બાદિયાન	Steranijs
શ્રેણી:સ્ટબ	Categorie:Wikipedia:Beginnetje
શ્રેણી:સંસ્કૃતિ	Categorie:Cultuur
કણ્ણૂર જિલ્લો	Kannur (district)
કુલ્લૂ જિલ્લો	Kullu (district in Himachal Pradesh)
સોલન જિલ્લો	Solan (district)
શિમોગા જિલ્લો	Shimoga (district)
જામનગર જિલ્લો	Jamnagar (district)
ઢાંચો:સૌરમંડળ	Sjabloon:Navigatie zonnestelsel
રાષ્ટ્રીય ગ્રામીણ રોજગાર બાહેધરી યોજના	Mahatma Gandhi National Rural Employment Guarantee Act
પટ્ટાઈ	Kiekendieven
વિકિપીડિયા:HotCat	Wikipedia:HotCat
બોંગાઇગાંવ	Bongaigaon (stad)
કૈલાશ સત્યાર્થી	Kailash Satyarthi
ભારતીય સામાન્ય ચૂંટણી, ૨૦૧૪	Indiase verkiezingen 2014
ઢાંચો:Location map India Gujarat	Sjabloon:Positiekaart Gujarat
ઢાંચો:Location map India Jammu and Kashmir	Sjabloon:Positiekaart Jammu en Kasjmir
ચિખલી, મહારાષ્ટ્ર	Chikhli (Buldhana)
ઉત્તરાખંડી ફુત્કી	Streepkopboszanger
સલગમ	Knolraap
ઢાંચો:ઉક્તિ	Sjabloon:Citaat
કેરી	Mango (soort)
દંતેવાડા	Dantewada (stad)
સર્જિયો માત્તારેલા	Sergio Mattarella
ઢાંચો:Location map Scotland	Sjabloon:Positiekaart Schotland
વિકિપીડિયા:પ્રબંધક	Wikipedia:Moderator
શ્રેણી:વ્યક્તિત્વ	Categorie:Persoon
શ્રેણી:Pages with malformed coordinate tags	Categorie:Wikipedia:Pagina's met onjuiste coördinatenlabels
શ્રેણી:કલા	Categorie:Kunst
ઇજિપ્ત	Egypte (land)
બારપેટા	Barpeta (stad)
વિકિપીડિયા:સંદિગ્ધ શીર્ષક	Wikipedia:Doorverwijspagina
વિકિપીડિયા:શ્રેણી	Wikipedia:Categorieënschema
વિકિપીડિયા:વિકિપરિયોજના	Wikipedia:Wikiproject
ઢાંચો:Bot	Sjabloon:Bot
વિકિપીડિયા:વિકિપીડિયા શું નથી	Wikipedia:Wat Wikipedia niet is
કેનેડા	Canada
વિકિપીડિયા:પ્રકાશનાધિકાર	Wikipedia:Auteursrechten
વિકિપીડિયા:પ્રબંધકોનું સૂચનપટ	Wikipedia:Verzoekpagina voor moderatoren
શ્રેણી:યુરોપ	Categorie:Europa
વિકિપીડિયા:વર્તમાન ઘટનાઓ	Portaal:In het nieuws
ઢાંચો:Documentation	Sjabloon:Sjabdoc
શ્રેણી:રદ કરવા માટેના પાના	Categorie:Wikipedia:Weg
શ્રેણી:સભ્યોની ભાષાઓ	Categorie:Wikipedia:Babel
વિકિપીડિયા:પાયાના પાંચ સિદ્ધાંત	Wikipedia:Vijf zuilen
વિકિપીડિયા:નિષ્પક્ષ દૃષ્ટિકોણ	Wikipedia:Neutraal standpunt
વિકિપીડિયા:પ્રારંભિક સંશોધન નહીં	Wikipedia:Geen origineel onderzoek
વિકિપીડિયા:નોંધનીયતા	Wikipedia:Relevantie
વિકિપીડિયા:બાહ્ય કડીઓ	Wikipedia:Wanneer extern linken
વિકિપીડિયા:સહીઓ	Wikipedia:Ondertekening
વિકિપીડિયા:નોંધનીયતા (વ્યક્તિ કે લોકો)	Wikipedia:Relevantie/Personen
વિકિપીડિયા:જીવંત વ્યક્તિઓનું જીવન ચરિત્ર	Wikipedia:Biografieën van levende personen
વિકિપીડિયા:સભ્યનામ નીતિ	Wikipedia:Gebruikersnaam
મદદ:Footnotes	Help:Referenties en voetnoten
ઢાંચો:Softredirect	Sjabloon:Softredirect
ઢાંચો:Delete	Sjabloon:Nuweg
ઢાંચો:Please leave this line alone (sandbox heading)	Wikipedia:Zandbak/hoofding
ન્યાયશાસ્ત્ર	Rechtsgeleerdheid
શ્રેણી:ભાષાઓ	Categorie:Taal
શ્રેણી:વિકિપીડિયા	Categorie:Encyclopedie Wikipedia
વિકિપીડિયા:General disclaimer	Wikipedia:Vrijwaringsclausule
શ્રેણી:તૂટી ફાઈલ કડીઓને સાથે પાના	Categorie:Wikipedia:Pagina's met onjuiste bestandsverwijzingen
વિકિપીડિયા:ટેમ્પ્લેટ સૂચનાઓ	Wikipedia:Sjablonen voor artikelboodschappen
ઢાંચો:Navbox	Sjabloon:Navigatie
ઢાંચો:Track listing	Sjabloon:Tracklist
ઢાંચો:Nutshell	Sjabloon:Notendop
ઢાંચો:Tnavbar	Sjabloon:Tnavbar
ઢાંચો:Code	Sjabloon:Code
ઢાંચો:0	Sjabloon:0
ઢાંચો:Clear	Sjabloon:Clearboth
ઢાંચો:Nowrap	Sjabloon:Nowrap
ઢાંચો:Tooltip	Sjabloon:Afkorting
ઢાંચો:Anchor	Sjabloon:Anker
વિકિપીડિયા:દરેક ભાષાના વિકિપીડિયામાં હોય એવા પ્રારંભિક લેખોની યાદી	Wikipedia:Archief/Wikipedia:Artikelen die elke Wikipedia zou moeten hebben
શ્રેણી:આફ્રિકા	Categorie:Afrika
શ્રેણી:જુલાઇ	Categorie:Juli
શ્રેણી:જૂન	Categorie:Juni
ઢાંચો:વિકિસ્રોત	Sjabloon:Wikisource
ઢાંચો:Babel	Sjabloon:Babel
ઢાંચો:Commons	Sjabloon:Commons
ઢાંચો:Reflist	Sjabloon:References
વિકિપીડિયા:સંદર્ભ	Wikipedia:Bronvermelding
ઢાંચો:સ્ટબ	Sjabloon:Beginnetje
ઢાંચો:See also	Sjabloon:Zie ook
ઢાંચો:User de	Sjabloon:Gebruiker de
ઢાંચો:User de-1	Sjabloon:Gebruiker de-1
ઢાંચો:User en-3	Sjabloon:Gebruiker en-3
ઢાંચો:User en-2	Sjabloon:Gebruiker en-2
ઢાંચો:User en-4	Sjabloon:Gebruiker en-4
ઢાંચો:User en	Sjabloon:Gebruiker en
ઢાંચો:User de-2	Sjabloon:Gebruiker de-2
ઢાંચો:User hi-1	Sjabloon:Gebruiker hi-1
ઢાંચો:User tr	Sjabloon:Gebruiker tr
ઢાંચો:User fr	Sjabloon:Gebruiker fr
ઢાંચો:Pl icon	Sjabloon:Pl
શ્રેણી:ફેબ્રુઆરી	Categorie:Februari
શ્રેણી:એશિયા	Categorie:Azië
શ્રેણી:ચીલી	Categorie:Chili
ઢાંચો:Mod	Sjabloon:Modulo
શ્રેણી:૧૯૧૦	Categorie:1910
ઢાંચો:Infobox football club	Sjabloon:Infobox voetbalclub
ઢાંચો:સ્વાગત	Sjabloon:Hola
ઢાંચો:Wikipediasister	Sjabloon:Hoofdpagina/Projecten
ઢાંચો:Football kit	Sjabloon:Tenue voetbal
ઢાંચો:Image label	Sjabloon:Afbeelding label
ઢાંચો:Infobox television	Sjabloon:Infobox televisieprogramma
ઢાંચો:Apple	Sjabloon:Navigatie Apple
ઢાંચો:ભૌગોલિક સ્થાન	Sjabloon:Tabel windroos
ઢાંચો:માહિતીચોકઠું સંગીત કલાકાર	Sjabloon:Infobox artiest
ઢાંચો:Es icon	Sjabloon:Es
ઢાંચો:Hide in print	Sjabloon:Niet afdrukken
ઢાંચો:Infobox magazine	Sjabloon:Infobox tijdschrift
ઢાંચો:Infobox school	Sjabloon:Infobox school
ઢાંચો:User hi-3	Sjabloon:Gebruiker hi-3
ઢાંચો:માહિતીચોકઠું દેશ	Sjabloon:Infobox land
ઢાંચો:Infobox Software	Sjabloon:Infobox software
ઢાંચો:Infobox airline	Sjabloon:Infobox luchtvaartmaatschappij
ઢાંચો:Audio	Sjabloon:Audio
ઢાંચો:Nom	Sjabloon:Tabelcel genomineerd
ઢાંચો:Cite paper	Sjabloon:Citeer journal
ઢાંચો:માહિતીચોકઠું કંપની	Sjabloon:Infobox bedrijf
ઢાંચો:Cite news	Sjabloon:Citeer nieuws
ઢાંચો:Family tree	Sjabloon:Stamboom
ઢાંચો:ઉમદા લેખ	Sjabloon:Etalage
ઢાંચો:માહિતીચોકઠું રાજવી	Sjabloon:Infobox monarch
શ્રેણી:પેરિસ	Categorie:Parijs
શ્રેણી:User en-4	Categorie:Wikipedia:Gebruiker en-4
શ્રેણી:User en	Categorie:Wikipedia:Gebruiker en
શ્રેણી:User en-2	Categorie:Wikipedia:Gebruiker en-2
ઢાંચો:Infobox	Sjabloon:Infobox generiek
ઢાંચો:User zh	Sjabloon:Gebruiker zh
ઢાંચો:Legend	Sjabloon:Legenda
ઢાંચો:Cite web	Sjabloon:Citeer web
ઢાંચો:Infobox bridge	Sjabloon:Infobox brug
ઢાંચો:વિજયી	Sjabloon:Tabelcel gewonnen
ઢાંચો:GeoTemplate	Sjabloon:GeoTemplate
ઢાંચો:Coor URL	Sjabloon:MapsServer
ઢાંચો:Wiktionary	Sjabloon:Wikt
ઢાંચો:Language icon	Sjabloon:Taalaanduiding
શ્રેણી:User hi	Categorie:Wikipedia:Gebruiker hi
શ્રેણી:હિન્દી ચલચિત્ર	Categorie:Indiase film
ઢાંચો:પુરાતન દુનિયાની સાત અજાયબીઓ	Sjabloon:Navigatie klassieke wereldwonderen
ઢાંચો:Infobox settlement	Sjabloon:Infobox plaats
ઢાંચો:ITIS	Sjabloon:Link ITIS
ઢાંચો:Other uses	Sjabloon:Zie dp
પીઠનો દુખાવો	Rugpijn
ઢાંચો:માહિતીચોકઠું નૃવંશ સમુદાય	Sjabloon:Infobox volk
ઢાંચો:MONTHNAME	Sjabloon:MONTHNAME
વિકિપીડિયા:Text of the GNU Free Documentation License	Wikipedia:GNU Free Documentation License
ઢાંચો:Infobox protected area	Sjabloon:Infobox beschermd gebied
ઢાંચો:Border	Sjabloon:Border
ઢાંચો:ParmPart	Sjabloon:ParmPart
ઢાંચો:Infobox dog breed	Sjabloon:Infobox hond
ઢાંચો:માહિતીચોકઠું પુસ્તક	Sjabloon:Infobox boek
શ્રેણી:જાન્યુઆરી	Categorie:Januari
ઢાંચો:User nl	Sjabloon:Gebruiker nl
ઢાંચો:માહિતીચોકઠું વેબસાઇટ	Sjabloon:Infobox website
ઢાંચો:Image label end	Sjabloon:Afbeelding label eind
ઢાંચો:Uncategorized	Sjabloon:Nocat
ઢાંચો:Quote box	Sjabloon:Citatiebox
ઢાંચો:માહિતીચોકઠું વિશ્વ ધરોહર સ્થળ	Sjabloon:Infobox werelderfgoed
ઢાંચો:અંક પદ્ધતિ	Sjabloon:Zijbalk getalsystemen
ઢાંચો:Infobox astronaut	Sjabloon:Infobox astronaut
ઢાંચો:Purge	Sjabloon:Purge
ઢાંચો:Infobox sport	Sjabloon:Infobox sport
ઢાંચો:Infobox building	Sjabloon:Infobox gebouw
ઢાંચો:Location map USA	Sjabloon:Positiekaart Verenigde Staten
ઢાંચો:Loremipsum	Sjabloon:Lorem ipsum
શ્રેણી:ગુજરાતના જિલ્લાઓ	Categorie:District van Gujarat
શ્રેણી:વિયેતનામમાં એરપોર્ટ	Categorie:Vliegveld in Vietnam
ઢાંચો:Emergency-bot-shutoff	Sjabloon:Noodrem
ઢાંચો:Image label small	Sjabloon:Afbeelding label klein
ઢાંચો:Nihongo	Sjabloon:Nihongo
ઢાંચો:Infobox military unit	Sjabloon:Infobox militaire eenheid
ઢાંચો:Infobox stadium	Sjabloon:Infobox stadion
ઢાંચો:Infobox International Football Competition	Sjabloon:Infobox internationale voetbalcompetitie
ઢાંચો:Infobox tennis player	Sjabloon:Infobox tennisspeler
ઢાંચો:Infobox political post	Sjabloon:Infobox politiek ambt
શ્રેણી:ભારતના રાષ્ટ્રપતિ	Categorie:President van India
ઢાંચો:અઠવાડિયાના વારનાં નામો	Sjabloon:Zijbalk weekdagen
ઉપનિષદ	Upanishad
ઢાંચો:Multicol-break	Sjabloon:NieuweKolom
ઢાંચો:Infobox game	Sjabloon:Infobox spel
ઢાંચો:@	Sjabloon:@
શ્રેણી:Images	Categorie:Wikipedia:Afbeeldingen
ઢાંચો:Polytonic	Sjabloon:Polytonic
ઢાંચો:સંદિગ્ધ શીર્ષક	Sjabloon:Dp
ઢાંચો:No	Sjabloon:Nietuitgevoerd
ઢાંચો:Doi	Sjabloon:DOI
ઢાંચો:Infobox film	Sjabloon:Infobox film
ઢાંચો:ભારતના રાષ્ટ્રપતિ	Sjabloon:Navigatie presidenten India
ઢાંચો:User sandbox	Sjabloon:Hoofding gebruikerskladblok
ઢાંચો:Infobox philosopher	Sjabloon:Infobox filosoof
ઢાંચો:Infobox organisation	Sjabloon:Infobox organisatie
ઢાંચો:CategoryTOC	Sjabloon:Hoofding categorieindex
ઢાંચો:Infobox treaty	Sjabloon:Infobox verdrag
શ્રેણી:મધ્ય પ્રદેશના જિલ્લાઓ	Categorie:District van Madhya Pradesh
ઢાંચો:Infobox museum	Sjabloon:Infobox museum
ઢાંચો:FRA	Sjabloon:FR
ઢાંચો:હિંદુ દેવી દેવતા અને ગ્રંથ	Sjabloon:Navigatie hindoeïstische mythologie
ઢાંચો:માહિતીચોકઠું વ્યક્તિ	Sjabloon:Infobox persoon
શ્રેણી:કેરળ	Categorie:Kerala
ઢાંચો:Coord	Sjabloon:Coördinaten
ઢાંચો:Dmoz	Sjabloon:Link DMOZ
કથ્થાઇ પેટ થડચડ	Bruine boomklever
ઢાંચો:યુરોપ	Sjabloon:Navigatie landen Europa
શ્રેણી:User fr	Categorie:Wikipedia:Gebruiker fr
શ્રેણી:User gu	Categorie:Wikipedia:Gebruiker gu
શ્રેણી:User hi-3	Categorie:Wikipedia:Gebruiker hi-3
શ્રેણી:सदस्य hi-2	Categorie:Wikipedia:Gebruiker hi-2
શ્રેણી:User fr-N	Categorie:Wikipedia:Gebruiker fr-M
શ્રેણી:User hi-N	Categorie:Wikipedia:Gebruiker hi-M
શ્રેણી:User de	Categorie:Wikipedia:Gebruiker de
શ્રેણી:User en-3	Categorie:Wikipedia:Gebruiker en-3
શ્રેણી:User en-N	Categorie:Wikipedia:Gebruiker en-M
શ્રેણી:User gu-1	Categorie:Wikipedia:Gebruiker gu-1
પોરબંદર	Porbandar (stad)
ઢાંચો:Location map Greater London	Sjabloon:Positiekaart Greater London
ઢાંચો:માહિતીચોકઠું રોગ	Sjabloon:Infobox aandoening
ઢાંચો:Weather box	Sjabloon:Tabel weergemiddelden
ઢાંચો:Wikivoyage	Sjabloon:Wikivoyage
ઢાંચો:Pp-protected	Sjabloon:Beveiligd
શ્રેણી:નવેમ્બર	Categorie:November
શ્રેણી:માર્ચ	Categorie:Maart
શ્રેણી:સપ્ટેમ્બર	Categorie:September
શ્રેણી:ઓક્ટોબર	Categorie:Oktober
શ્રેણી:ડિસેમ્બર	Categorie:December
શ્રેણી:ઓગસ્ટ	Categorie:Augustus
શ્રેણી:મે	Categorie:Mei
શ્રેણી:ઇંગ્લેન્ડ	Categorie:Engeland
અર્થીંગ	Aarde (elektriciteit)
શ્રેણી:એપ્રિલ	Categorie:April
શ્રેણી:ભારતના વિશ્વધરોહર સ્થળો	Categorie:Werelderfgoed in India
ઢાંચો:Infobox government agency	Sjabloon:Infobox overheidsinstelling
શ્રેણી:User ru	Categorie:Wikipedia:Gebruiker ru
શ્રેણી:User ru-3	Categorie:Wikipedia:Gebruiker ru-3
શ્રેણી:User tr	Categorie:Wikipedia:Gebruiker tr
શ્રેણી:User tr-N	Categorie:Wikipedia:Gebruiker tr-M
ઢાંચો:Lang	Sjabloon:Lang
શ્રેણી:દિલ્હી	Categorie:Delhi
ઢાંચો:માહિતીચોકઠું તૈયાર ખોરાક	Sjabloon:Infobox voedingsmiddel
વિકિપીડિયા:નિષ્પક્ષતા વિવાદ	Wikipedia:Onenigheid over de neutraliteit
ઢાંચો:Infobox River	Sjabloon:Infobox rivier
ઢાંચો:Location map India Orissa	Sjabloon:Positiekaart Orissa
મૈત્રકકાળ	Maitrakadynastie
ઢાંચો:RUS	Sjabloon:RU
ઢાંચો:Infobox civil conflict	Sjabloon:Infobox betoging
શ્રેણી:કાગડો	Categorie:Kraai
શ્રેણી:રાસાયણિક તત્વો	Categorie:Chemisch element
શ્રેણી:Articles with dead external links	Categorie:Wikipedia:Onbereikbare externe link
શ્રેણી:ભૂગોળ સ્ટબ	Categorie:Wikipedia:Beginnetje geografie
શ્રેણી:નેપાળ	Categorie:Nepal
શ્રેણી:માછલી	Categorie:Vis
શ્રેણી:મહાસાગર	Categorie:Oceaan
શ્રેણી:અંક પદ્ધતિ	Categorie:Getalsysteem
શ્રેણી:ગોઆ	Categorie:Goa
શ્રેણી:કર્ણાટક	Categorie:Karnataka
શ્રેણી:છત્તીસગઢ	Categorie:Chhattisgarh
શ્રેણી:ગુજરાત	Categorie:Gujarat
શ્રેણી:ઝારખંડ	Categorie:Jharkhand
શ્રેણી:તમિલનાડુ	Categorie:Tamil Nadu
શ્રેણી:મધ્ય પ્રદેશ	Categorie:Madhya Pradesh
શ્રેણી:મિઝોરમ	Categorie:Mizoram
શ્રેણી:રાજસ્થાન	Categorie:Rajasthan
શ્રેણી:સિક્કિમ	Categorie:Sikkim
શ્રેણી:હરિયાણા	Categorie:Haryana
શ્રેણી:ઉત્તર પ્રદેશ	Categorie:Uttar Pradesh
શ્રેણી:મેઘાલય	Categorie:Meghalaya
શ્રેણી:પશ્ચિમ બંગાળ	Categorie:West-Bengalen
શ્રેણી:ઑડિશા	Categorie:Odisha
શ્રેણી:પ્રાણીઓ	Categorie:Dierenrijk
બલિયા	Ballia (stad)
ઢાંચો:Infobox book series	Sjabloon:Infobox boekenreeks
ધૂમ્રપાન	Roken (tabak)
શ્રેણી:હિમાલય	Categorie:Himalaya
શ્રેણી:ઍન્ટાર્કટીકા	Categorie:Antarctica
શ્રેણી:નાગાલેંડ	Categorie:Nagaland
શ્રેણી:મણિપુર	Categorie:Manipur
શ્રેણી:મહારાષ્ટ્ર	Categorie:Maharashtra
શ્રેણી:અરુણાચલ પ્રદેશ	Categorie:Arunachal Pradesh
શ્રેણી:હિમાચલ પ્રદેશ	Categorie:Himachal Pradesh
શ્રેણી:આંધ્ર પ્રદેશ	Categorie:Andhra Pradesh
શ્રેણી:આસામ	Categorie:Assam
ધ પ્રોડિજિ	The Prodigy
રાણકી વાવ	Rani ki vav
વર્ણવ્યવસ્થા	Varna (kaste)
શ્રેણી:ભારતની સંસદ	Categorie:Wetgevende macht in India
ઢાંચો:Mojo title	Sjabloon:Link Box Office Mojo
સૂર	Sargam
શ્રેણી:ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Categorie:Deelstaat van India
ઢાંચો:User hi-2	Sjabloon:Gebruiker hi-2
શ્રેણી:ઉત્તરાખંડ	Categorie:Uttarakhand
શ્રેણી:બિહાર	Categorie:Bihar
શ્રેણી:બોલીવુડ	Categorie:Bollywood
ઢાંચો:Multicol	Sjabloon:BeginKolommen
શ્રેણી:દમણ અને દીવ	Categorie:Daman en Diu
શ્રેણી:આસામના જિલ્લાઓ	Categorie:District van Assam
શ્રેણી:નેપાળના જિલ્લાઓ	Categorie:District van Nepal
શ્રેણી:રાજસ્થાનના જિલ્લાઓ	Categorie:District van Rajasthan
શ્રેણી:તમિલનાડુના જિલ્લાઓ	Categorie:District van Tamil Nadu
શ્રેણી:પશ્ચિમ બંગાળના જિલ્લાઓ	Categorie:District van West-Bengalen
ઢાંચો:Infobox Weapon	Sjabloon:Infobox wapen
શ્રેણી:ભારતીય ક્રિકેટ ખેલાડી	Categorie:Indiaas cricketspeler
ઢાંચો:Listen	Sjabloon:Luister2
કેળ	Banaan (geslacht)
લાતેહાર	Latehar
શ્રેણી:પંજાબ	Categorie:Punjab
ઢાંચો:Image label begin	Sjabloon:Afbeelding label begin
સ્વાગત	Wikipedia:Welkom voor nieuwkomers
શ્રેણી:અર્થશાસ્ત્રમાં નોબેલ મેળવનારા	Categorie:Winnaar van de Prijs van de Zweedse Rijksbank voor economie
ઢાંચો:Infobox file format	Sjabloon:Infobox bestandsformaat
વિકિપીડિયા:"નિયમોને અવગણો"નો અર્થ	Wikipedia:Gebruik gezond verstand
હાપુર	Hapur
અનંતનાગ	Anantnag (stad)
ઢાંચો:Grading scheme	Wikipedia:Wikiproject/Projectgroep/Kwaliteitsschaal
ઢાંચો:Random page in category	Sjabloon:Willekeurige pagina in de categorie
ઢાંચો:Infobox golfer	Sjabloon:Infobox golfspeler
Module:StringReplace	Module:StringReplace
ઢાંચો:Infobox windmill	Sjabloon:Infobox molen
પૂર્વાધિકાર	Retentierecht
ઢાંચો:Style/yid	Sjabloon:Style/yid
કૃત્રિમ ઉપગ્રહ	Satelliet (astronomie)
વીર્ય સ્ખલન	Ejaculatie
આદુ	Gember
વિશેષ:તાજાફેરફારો	Speciaal:RecenteWijzigingen
Module:String	Module:String
