Āfrika	Afrika
Jaseņa	Jasień (stad)
Ārstniecības žibulītis	Stijve ogentroost
Kansai reģions	Kansai
Zemais bērzs	Berk (struikvorm)
Birztalas gundega	Bosboterbloem
Sīkā peļastīte	Muizenstaart
Mazais saulkrēsliņš	Kleine ruit
Mežāzis (zodiaka zīme)	Steenbok (astrologie)
Svētā Anna	Anna (heilige)
Bināra operācija	Binaire operatie
Kosinusu teorēma	Cosinusregel
1956. gada Ungārijas revolūcija	Hongaarse Opstand
Roberts Raušenbergs	Robert Rauschenberg
Thaksins Sinavatra	Thaksin Shinawatra
Teodors fon Kārmāns	Theodore von Kármán
Elektriskā kapacitāte	Elektrische capaciteit
Saimons Ņūkombs	Simon Newcomb
Malahīts	Malachiet
Žaks Adamārs	Jacques Hadamard
Nīderlandes Neatkarības karš	Tachtigjarige Oorlog
Fankmūzika	Funk
Rosa jūra	Rosszee
Arkandželo Korelli	Arcangelo Corelli
Ava Gārdnere	Ava Gardner
Visēdāji	Omnivoor
Džordžs Bests	George Best
Alfredo di Stefano	Alfredo Di Stéfano
Serdžo Leone	Sergio Leone
Teikuma priekšmets	Onderwerp (taalkunde)
Vītauts Landsberģis	Vytautas Landsbergis
Kongo Demokrātiskās Republikas karogs	Vlag van Congo-Kinshasa
Vācijas basketbola izlase	Duits basketbalteam
Kreisa politika	Links (politiek)
The Fame Monster	The Fame Monster
Born This Way	Born This Way (album)
Šostakoviča 10. simfonija	Symfonie nr. 10 (Sjostakovitsj)
Augonis	Abces
Plaģiāts	Plagiaat
Lielais Londonas ugunsgrēks	Grote brand van Londen
Bernardo Belloto	Bernardo Bellotto
Hanss Baldungs Grīns	Hans Baldung
Ādolfs fon Harnaks	Adolf von Harnack
2012. gada Vasaras Olimpisko spēļu medaļu tabula	Medaillespiegel van de Olympische Zomerspelen 2012
Dāņi	Denen
Īvs Tangī	Yves Tanguy
100 metru barjerskrējiens	100 meter horden
The Wall Street Journal	The Wall Street Journal
100 metri	100 meter (atletiek)
Aleksandrs Bloks	Aleksandr Blok
Eštons Kučers	Ashton Kutcher
Žans Gastons Darbū	Gaston Darboux
Kanēļskābe	Kaneelzuur
Alberts Seibins	Albert Sabin
Simbolisms	Symbolisme
Vudstokas festivāls	Woodstock (muziekfestival)
Q drudzis	Q-koorts
Gagauzija	Gagaoezië
Džirolamo Savonarola	Girolamo Savonarola
FIBA Europe	Fédération Internationale de Basketball Europe
Igaunijas ģerbonis	Wapen van Estland
Reina-Rūra	Metropoolgebied Rijn-Ruhr
Ādolfs Mencels	Adolph Menzel
Gredzenu pavēlnieks: Divi torņi	The Lord of the Rings: The Two Towers
Olivera Tvista piedzīvojumi	Oliver Twist
Galipoli kauja	Slag om Gallipoli
Ibrāhīms Afīlajs	Ibrahim Afellay
Nīke	Nikè
Bakteriofāgi	Bacteriofaag
Golodomors	Holodomor
Šprotava	Szprotawa
Paralakse	Parallax
Angry Birds	Angry Birds (computerspelserie)
Marta Luīse	Märtha Louise van Noorwegen
Mozambikas šaurums	Straat Mozambique
Popkorns	Popcorn (voedsel)
Zirgi	Paardachtigen
Tunikāti	Manteldieren
Havjers Ernandess Balkasars	Javier Hernández
Bādmuskava	Bad Muskau
Bernštate Eigenā	Bernstadt a. d. Eigen
Saldais ķirsis	Zoete kers
Hernhūte	Herrnhut
Šveices futbola izlase	Zwitsers voetbalelftal
Parastais ozols	Zomereik
Neizalca-Špremberga	Neusalza-Spremberg
Sardīnijas Karaliste	Koninkrijk Sardinië
Nīski	Niesky
Parastā zalktene	Rood peperboompje
Ostrica	Ostritz
Parastā biete	Biet
Zviedri	Zweden (volk)
Avenged Sevenfold	Avenged Sevenfold
Lietojumprogrammas saskarne	Application programming interface
Zeifhennersdorfa	Seifhennersdorf
Čili pipari	Chilipeper
Merida (Meksika)	Mérida (Yucatán)
Roberts Daunijs jaunākais	Robert Downey jr.
Tīkla karte	Netwerkkaart
Hokons (kroņprincis)	Haakon Magnus van Noorwegen
Kostjantiņivka	Kostjantynivka
Meivuda	Maywood (Illinois)
Lope de Vega	Lope de Vega (schrijver)
Ebenkoki	Diospyros
Žaks Prevērs	Jacques Prévert
Līdaka	Snoek
Korejas trīs karaļvalstis	Drie koninkrijken van Korea
Koronizlāde	Corona (ontlading)
Hiperbola	Hyperbool (meetkunde)
Gaisa hokejs	Airhockey
Nevienādība	Ongelijkheid (wiskunde)
Noziegums un sods	Misdaad en straf
Osteoporoze	Osteoporose
Kermāna	Kerman (provincie)
Badahšāna	Badachsjan (provincie)
Pabērzu smiltsērkšķis	Duindoorn
Baikonura	Bajkonoer
Žaklīna Kenedija	Jacqueline Kennedy Onassis
Parastā ieva	Gewone vogelkers
Asamblervaloda	Assembleertaal
Džimijs Peidžs	Jimmy Page
Komutativitāte	Commutativiteit
Lielās Zunda salas	Grote Soenda-eilanden
Ahmets Nedždets Sezers	Ahmet Sezer
Šrēdingera vienādojums	Schrödingervergelijking
Barons	Baron (titel)
Argonauti	Argonauten
Jūens Makgregors	Ewan McGregor
Augusts Neidharts fon Gneizenavs	August Neidhardt von Gneisenau
Tobijs Magvairs	Tobey Maguire
Memfisas @@@u0026Grizzlies"	Memphis Grizzlies
Ekvadoras karogs	Vlag van Ecuador
Vladislavs Anderss	Władysław Anders
15. ieroču SS grenadieru divīzija (latviešu Nr. 1)	15. Waffen-Grenadier-Division der SS (lettische Nr. 1)
Omānas karogs	Vlag van Oman
Roberts Lī	Robert E. Lee
Beneša dekrēti	Beneš-decreten
Jānis XXII	Paus Johannes XXII
Cassini-Huygens	Cassini-Huygens
Leikips	Leucippus
Kešatmiņa	Cache (tijdelijk geheugen)
Kolas pussala	Kola (schiereiland)
Putekļi	Stof (deeltjes)
HT	HT
Pauls Landerss	Paul Landers
Sofija Gubaiduļina	Sofia Goebaidoelina
Melanholija (filma)	Melancholia
Augstlēkšana	Hoogspringen
Zvaigžņu kari: Ļaunumu vēstošā ilūzija	Star Wars: Episode I: The Phantom Menace
Aforisms	Aforisme
Mercury Records	Mercury Records
Der er et yndigt land	Der er et yndigt land
Apvienotās Karalistes ģerbonis	Wapen van het Verenigd Koninkrijk
Neveļa	Nevel (oblast Pskov)
Centrālāfrikas Republikas karogs	Vlag van de Centraal-Afrikaanse Republiek
Britu Antarktiskā teritorija	Brits Antarctisch Territorium
Rietumu reģions	Ouest (Kameroen)
Ģeocentrisms	Geocentrisme
Glābjot ierindnieku Raienu	Saving Private Ryan
Jorgs Seferis	George Seferis
Limnoloģija	Limnologie
Harēms	Harem
Luijs VI Resnais	Lodewijk VI van Frankrijk
Vukašins Brajičs	Vukašin Brajić
Usher	Usher
StarCraft	StarCraft
Hesperīda	Hesperiden
Izidors Rabi	Isidor Isaac Rabi
Skārienekrāns	Aanraakscherm
Fortloderdeila	Fort Lauderdale
Stepes piekūns	Sakervalk
Vīnes universitāte	Universiteit van Wenen
Bajezids II	Bayezid II
Malatja	Malatya (stad)
The Washington Post	The Washington Post
Ampērmetrs	Ampèremeter
Mazarīni	Jules Mazarin
Leleistade	Lelystad
Komjaunatne	Komsomol
XHTML	Extensible HyperText Markup Language
Astoņstūris	Achthoek
Kavūrs	Camillo Benso di Cavour
Sakramento @@@u0026Kings"	Sacramento Kings
Istabas muša	Huisvlieg
Arhīvs	Archief
1974. gada FIFA Pasaules kauss	Wereldkampioenschap voetbal 1974
Antiļu salas	Antillen
Lietojumprogrammatūra	Applicatie
Nogrieznis	Lijnstuk
Oņegas ezers	Onegameer
Zaļā dzilna	Groene specht
Ņenci	Nenetsen
Zelta bumba	Ballon d'Or
Whiplash	Whiplash
RGB	RGB-kleursysteem
Polijas futbola izlase	Pools voetbalelftal
Kristīne Lilija	Kristine Lilly
Infekcija	Infectie
Astenosfēra	Asthenosfeer
Betmens: Sākums	Batman Begins
Džefrijs Rašs	Geoffrey Rush
Bilingsa	Billings (Montana)
Mauser K98	Mauser Gewehr 98
Baltkrievijas himna	My Belaroesy
Igaunijas himna	Mu isamaa, mu õnn ja rõõm
Dopings	Doping
Emīrs	Emir
Denjels Dejs-Lūiss	Daniel Day-Lewis
Eiropas Raidorganizāciju apvienība	Europese Radio-unie
Gneiss	Gneis
Fox Broadcasting Company	Fox Broadcasting Company
CMYK	CMYK
Sniega vētrasputns	Sneeuwstormvogel
Savrupnieki no mežonīgajiem dienvidiem	Beasts of the Southern Wild
Sentkilda salas	Saint Kilda
Septiņi nāves grēki	Hoofdzonde
Otrais kosmiskais ātrums	Ontsnappingssnelheid
Eiropas Brīvās tirdzniecības asociācija	Europese Vrijhandelsassociatie
Riets	Zonsondergang
Kondensācija	Condensatie
Fovisms	Fauvisme
Sateces baseins	Stroomgebied
Stenlijs Boldvins	Stanley Baldwin
Ramzejs Makdonalds	Ramsay MacDonald
Pieprasījums un piedāvājums	Vraag en aanbod
Bonars Lo	Andrew Bonar Law
Lendlers	Landler
Vinnicas apgabals	Oblast Vinnytsja
Postimpresionisms	Postimpressionisme
Herberts Henrijs Askvits	Herbert Henry Asquith
Krušvica	Kruszwica
Dumbrājs	Moeras
Parlamentārisms	Parlementair systeem
Izsaukuma zīme	Uitroepteken
Beļģijas futbola izlase	Belgisch voetbalelftal
Biatlons	Biatlon
Manuls	Manoel
Asaris	Baars
Afjonkarahisara	Afyonkarahisar (stad)
Cisterciešu ordenis	Cisterciënzers
Kemba Volkers	Kemba Walker
Hercogs	Hertog
Cūku dzimta	Varkens
Someone like You	Someone Like You
IMAP	Internet Message Access Protocol
Enkes komēta	Komeet Encke
Zavodovska sala	Zavodovski-eiland
Džons Obi Mikels	John Obi Mikel
Bastēra	Basse-Terre (gemeente)
Siksts III	Paus Sixtus III
Degpudele	Molotovcocktail
Egera	Eger (Hongarije)
Vidējais pirksts	Middelvinger
Lāna (pilsēta)	Laon
Kalamazū	Kalamazoo
Stereotips	Stereotype
Nacionālā ģeogrāfijas biedrība	National Geographic Society
Amīni	Amine
Alans Garsija	Alan García
Orānijas Frīdrihs Henrihs	Frederik Hendrik van Oranje
Niklass Bendtners	Nicklas Bendtner
Albrehts Mēklenburgs	Albrecht van Mecklenburg
Portlendas @@@u0026Trail Blazers"	Portland Trail Blazers
Antonio Di Natāle	Antonio Di Natale
Datubāzes izdevniecība	Database publishing
Sidrs	Cider
Naudas vēsture	Geschiedenis van het geld
Siltumnīcas gāze	Broeikasgas
Botāniskais dārzs	Hortus botanicus
Tūkstoškāji	Miljoenpoten
Kragujevaca	Kragujevac
Horvāti	Kroaten
Bārbija	Barbie (pop)
Romas līgums	Verdrag van Rome (1957)
Mērenā josla	Gematigd klimaat
Svētais Antonijs no Padujas	Antonius van Padua
Mega Raiena	Meg Ryan
Bitumens	Bitumen
Džons Voits	Jon Voight
Eredivisie	Eredivisie (voetbal)
Femme Fatale	Femme Fatale (muziekalbum)
Kultūras un Zinātnes pils (Varšava)	Paleis van Cultuur en Wetenschap
Mihails Kalašņikovs	Michail Kalasjnikov
Oksēra	Auxerre (stad)
Eugenijs III	Paus Eugenius III
Perestroika	Perestrojka
Transnistras gubernatorija	Gouvernement Transnistrië
Maoisms	Maoïsme
Franss Halss	Frans Hals
Liepāja	Liepāja
Sensors	Sensor
Nikola Šercingere	Nicole Scherzinger
Juras laikmeta parks	Jurassic Park (film)
Zavadzke	Zawadzkie
Grifice	Gryfice (stad)
Zavidova	Zawidów
Itāļu neoreālisms	Italiaans neorealisme
Edinsons Kavani	Edinson Cavani
Taisnspārņi	Rechtvleugeligen
Ļevs Jašins	Lev Jasjin
Konjunktivīts	Bindvliesontsteking
Džābirs ibn Haijāns	Jabir ibn Hayyan
Džeimss Fenimors Kūpers	James Fenimore Cooper
Volīnijas apgabals	Oblast Wolynië
Čerņigovas apgabals	Oblast Tsjernihiv
Majonēze	Mayonaise
Planēta klaidonis	Solitaire planeet
Serotonīns	Serotonine
Transpirācija	Transpiratie (biologie)
Oto Šmits	Otto Schmidt
Alize	Alizée
Romans Pavļučenko	Roman Pavljoetsjenko
Zbigņevs Bžezinskis	Zbigniew Brzeziński
Krajova	Craiova
Zbigņevs Preisners	Zbigniew Preisner
Ptolemajs I Soters	Ptolemaeus I Soter
Artigasa (nozīmju atdalīšana)	Artigas
Alpu kalnu kaza	Alpensteenbok
Biheiviorisms	Behaviorisme
Žans Marē	Jean Marais
Āfrikas Futbola konfederācija	Confédération Africaine de Football
Plātņvaļi	Baleinwalvissen
Universal Studios	Universal Studios
Rumānijas futbola izlase	Roemeens voetbalelftal
Šarls Ermits	Charles Hermite
Tuvredzība	Bijziendheid
Divējādelpojošās zivis	Longvissen
Enkurs	Anker (schip)
Zīlīšu dzimta	Mezen (vogels)
Santjago Kalatrava	Santiago Calatrava
Gaspare Spontīni	Gaspare Spontini
Karlo Karra	Carlo Carrà
Daniele De Rosi	Daniele De Rossi
Kosovas vilājets	Kosovo (Ottomaanse provincie)
Žans Marī Listižē	Jean-Marie Lustiger
Parastā ūbele	Zomertortel
Urūka	Uruk
Rožē Milla	Roger Milla
Kazellelandi	Caselle Landi
Hargeisa	Hargeisa
Melnais grifs	Monniksgier
Viktors Emanuels II	Victor Emanuel II van Italië
Eksponentfunkcija	Exponentiële functie
Lodze	Lhotse
Lielā Berta	Dikke Bertha
Andrē Greipels	André Greipel
Tambora	Tambora (vulkaan)
Feja Danaveja	Faye Dunaway
Emma Tompsone	Emma Thompson
Roberts Frosts	Robert Frost
Huans Mata	Juan Mata
Nīlas krokodils	Nijlkrokodil
Sekretārputns	Secretarisvogel
Djūka universitāte	Duke University
Kalifornijas universitāte (Bērkli)	Universiteit van Californië - Berkeley
Liva Tailere	Liv Tyler
Mehmeds I	Mehmet I
Ibrahims I	Ibrahim I
Toboļska	Tobolsk
Anafilakse	Anafylaxie
Kazahijas PSR	Kazachse Socialistische Sovjetrepubliek
Algebrisks skaitlis	Algebraïsch getal
Islāma pravieši	Profeten van de islam
Sārī	Sari (stad)
Zvaigžņu kopa	Sterrenhoop
Britānija Mērfija	Brittany Murphy
Čerņivcu apgabals	Oblast Tsjernivtsi
Eskišehira	Eskişehir (stad)
Ķivulis	Sijs
Masejo	Maceió (gemeente)
Azerbaidžānas ģerbonis	Wapen van Azerbeidzjan
Zbonšineka	Zbąszynek
Taurs	Oeros
Zbonšiņa	Zbąszyń
Sjerraleones karogs	Vlag van Sierra Leone
Panamas karogs	Vlag van Panama
Semnāna	Semnan (provincie)
Tripole (Libāna)	Tripoli (Libanon)
Torkvato Taso	Torquato Tasso
Karaliskais ērglis	Keizerarend
Ugunsgrēks	Brand (vuur)
Džesika Simpsone	Jessica Simpson
Četras cildenās patiesības	Vier nobele waarheden
109 Piscium	109 Piscium
Cimdi	Handschoen
Franks Reikārds	Frank Rijkaard
Zdeņeks Štibars	Zdeněk Štybar
Maiami @@@u0026Heat"	Miami Heat
Frovorda rags	Kaap Froward
Aleksandrs Dimā (dēls)	Alexandre Dumas fils
Vašingtonas @@@u0026Wizards"	Washington Wizards
Tiesībsargs	Ombudsman
Diskriminācija	Discriminatie
Zduni	Zduny (stad)
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band
Zduņska Vola	Zduńska Wola
Skumjas	Verdriet
Mauri	Moren
HTC-Highroad	Team HTC-High Road
Sargasu jūra	Sargassozee
Urbāns IV	Paus Urbanus IV
Ūdeņraža saite	Waterstofbrug
Ouens Ričardsons	Owen Willans Richardson
Stratovulkāns	Stratovulkaan
Nagasaki prefektūra	Nagasaki (prefectuur)
Abolicionisms (kustība par verdzības atcelšanu)	Abolitionisme (slavernij)
ENIAC	ENIAC
Edifício Altino Arantes	Edifício Altino Arantes
Šakils O'Nīls	Shaquille O'Neal
Milēta	Milete
Zebrahead	Zebrahead
11. gadsimts p.m.ē.	11e eeuw v.Chr.
Poltavas apgabals	Oblast Poltava
Emils Lubē	Émile Loubet
Vikipēdija zviedru valodā	Zweedse Wikipedia
Vācijas hokeja līga	Deutsche Eishockey Liga
Sentlorensa līcis	Saint Lawrencebaai
Ajax	Ajax
Divīzija	Divisie (landmacht)
Riepa	Luchtband
Hovards Filips Lavkrafts	Howard Phillips Lovecraft
Ernests Lorenss	Ernest Lawrence
Three Flavours Cornetto triloģija	Blood and Ice Cream-trilogie
Milvoki @@@u0026Bucks"	Milwaukee Bucks
Detroitas @@@u0026Pistons"	Detroit Pistons
Valentino Rosi	Valentino Rossi
Rubenšs Barikello	Rubens Barrichello
Kurzemes kolonijas	Koerse koloniën
Simptoms	Symptoom
American Broadcasting Company	American Broadcasting Company
Sīmenss	Siemens (eenheid)
Scuderia Ferrari	Scuderia Ferrari
Mali karogs	Vlag van Mali
Kurzemes Amerikas kolonizēšana	Nieuw-Koerland
Žaks Lakāns	Jacques Lacan
Santomes un Prinsipi karogs	Vlag van Sao Tomé en Principe
Aleksandrs IV	Paus Alexander IV
Grafēns	Grafeen
Itālijas kauss futbolā	Coppa Italia
EP ieraksts	Extended play
Keita Hadsone	Kate Hudson
Perifērā nervu sistēma	Perifeer zenuwstelsel
Koriolisa spēks	Corioliseffect
Smogs	Smog
Dārdžilinga	Darjeeling (stad)
110 metru barjerskrējiens	110 meter horden
Aritmētiskā progresija	Rekenkundige rij
Etelstans	Æthelstan van Engeland
Mediči	Medici
Kijevas apgabals	Oblast Kiev
Rubin	Roebin Kazan
Golestāna	Golestan
Kastālija	Castalia (mythologie)
Patogēns	Pathogeen
Psihoze	Psychose
Austrumvācijas ampelmaņi	Ampelmännchen
Vektorgrafika	Vectorafbeelding
Zigota	Zygote
Ragnaroks	Ragnarok
Zikurāts	Ziggoerat
Cunfte	Gilde (beroepsgroep)
Rolling in the Deep	Rolling in the Deep
Trinitrotoluols	2,4,6-trinitrotolueen
Rāmsaras konvencija	Ramsar-conventie
Boriss Godunovs	Boris Godoenov
Jahta	Jacht (scheepstype)
Pāvesta valsts	Kerkelijke Staat
Baltā pūce	Sneeuwuil
Sinusu teorēma	Sinusregel
Gvano	Guano
Rinda (matemātika)	Reeks (wiskunde)
Absints	Absint
Aizkarpatu apgabals	Oblast Transkarpatië
Čehi	Tsjechen
Dimitars Berbatovs	Dimitar Berbatov
Onomatopeja	Onomatopee
Dzjinaņa	Jinan
Čūskērglis	Slangenarend
Laukšpats	Veldspaat
Andreass Vezālijs	Andreas Vesalius
Intelektuālās attīstības koeficients	Intelligentiemeting
Huka likums	Wet van Hooke
Somi	Finnen
Kostarikas karogs	Vlag van Costa Rica
Klasicisms	Classicisme
Saadi	Saadi
Dofamīns	Dopamine
Novembra revolūcija	Novemberrevolutie
Baglāna	Baghlan (provincie)
Javas degunradzis	Javaanse neushoorn
Mbombela	Nelspruit
M16	M16 (vuurwapen)
Mitrājs	Drasland
PlayStation Portable	PlayStation Portable
Dienvidāfrikas futbola izlase	Zuid-Afrikaans voetbalelftal
Eriks Kantonā	Éric Cantona
Indiānas @@@u0026Pacers"	Indiana Pacers
Travian	Travian
Eksosfēra	Exosfeer
Gliese 581 c	Gliese 581 c
Merkalli skala	Schaal van Mercalli
Juli	Juli (band)
Austrālijas aborigēni	Aborigines (Australië)
Tadeušs Komorovskis	Tadeusz Bór-Komorowski
Maksims Veigāns	Maxime Weygand
Āsi	Asen (mythologie)
Gabriels Batistuta	Gabriel Batistuta
Gentoo	Gentoo Linux
Lernas hidra	Hydra van Lerna
Revolveris	Revolver (wapen)
Operete	Operette
Inocents II	Paus Innocentius II
ISDN	Integrated Services Digital Network
Ukrainas futbola izlase	Oekraïens voetbalelftal
Ritms	Ritme
Melodija	Melodie
Stara Zagora	Stara Zagora (stad)
Philips	Koninklijke Philips
Kalibrs	Kaliber (wapen)
Karloss Slims	Carlos Slim
2010. gada Vasaras Jaunatnes Olimpiskās spēles	Olympische Jeugdzomerspelen 2010
Pasaules Meteoroloģijas organizācija	Wereld Meteorologische Organisatie
Helēna Bonema Kārtere	Helena Bonham Carter
Avogadro likums	Wet van Avogadro
DOS	DOS (besturingssysteem)
Transs (mūzikas žanrs)	Trance (muziek)
Akords	Akkoord (muziek)
Sumu apgabals	Oblast Soemy
Halcedons	Chalcedoon
Loģiskais elements	Logische poort
Adrianu Leite Ribeiru	Adriano Leite Ribeiro
Pripjata	Pripjat (stad)
Secure Shell	Secure Shell
Apsīda (arhitektūra)	Apsis (architectuur)
Ķīķis	Wespendief
Filips V	Filips V van Spanje
Eduards V Jorks	Eduard V van Engeland
Modulācija	Modulatie (radio)
Svārstības	Trilling
Menora	Menora
Dūmvads	Schoorsteen
Vankūvera (sala)	Vancouvereiland
Eigēnika	Eugenetica
Burinieks	Zeilschip
Lego	LEGO
Topkapi pils	Topkapıpaleis
Henrijs Džeimss	Henry James
Ians Makellens	Ian McKellen
Taganroga	Taganrog
Mehmeds IV	Mehmet IV
Omārs Šarifs	Omar Sharif
Apdegums	Brandwond
Virtuālā realitāte	Virtuele werkelijkheid
Kašgara	Kashgar
Sāra Džesika Pārkere	Sarah Jessica Parker
Halkēdonas koncils	Concilie van Chalcedon
Austrumu bloks	Oostblok
Metode WYSIWYG	Wysiwyg
Fenilalanīns	Fenylalanine
Antonijs Lielais	Antonius van Egypte
Balkons	Balkon (bouw)
Ekvatoriālās Gvinejas karogs	Vlag van Equatoriaal-Guinea
Japānas imperatora zīmogs	Japans Keizerlijk zegel
Minesotas @@@u0026Timberwolves"	Minnesota Timberwolves
Ungārijas futbola izlase	Hongaars voetbalelftal
Terminators 2: Sprieduma diena	Terminator 2: Judgment Day
Japānas futbola izlase	Japans voetbalelftal
Jezda	Yazd (provincie)
Īlāma	Ilam (provincie)
Klusā daba	Stilleven
Aleks Boldvins	Alec Baldwin
Helēna Hanta	Helen Hunt
Milla Jovoviča	Milla Jovovich
Nensija Pelosi	Nancy Pelosi
Lepnums un aizspriedumi	Pride and Prejudice (boek)
Projekts	Project
Poligāmija	Polygamie
Tomijs Lī Džonss	Tommy Lee Jones
Sērūdeņradis	Waterstofsulfide
Kolāža	Collage
T. E. Lorenss	Thomas Edward Lawrence
Andu kondors	Andescondor
Arctic Monkeys	Arctic Monkeys
Spānijas ģerbonis	Wapen van Spanje
Eva Mendesa	Eva Mendes
Tehno	Techno
Ryanair	Ryanair
2018. gada FIFA Pasaules kauss	Wereldkampioenschap voetbal 2018
Jūtas @@@u0026Jazz"	Utah Jazz
Kaliksts II	Paus Calixtus II
Radošums	Creativiteit
Harkovas apgabals	Oblast Charkov
Dņepropetrovskas apgabals	Oblast Dnjepropetrovsk
Santakrusa de la Sjerra	Santa Cruz de la Sierra
Keflavīka	Keflavík
Laura Pauzīni	Laura Pausini
Buenosairesas @@@u0026Boca Juniors"	CA Boca Juniors
Abdulhamids I	Abdülhamit I
Parastais zalktis	Ringslang
Bišu dzenis	Bijeneter
Enriko Karūzo	Enrico Caruso
Tāllēkšana	Verspringen
Manne Sigbāns	Manne Siegbahn
Ketoni	Keton
Virsmas spraigums	Oppervlaktespanning
Kujaba	Cuiabá (gemeente)
Maskavija	Grootvorstendom Moskou
Matemātiķis	Wiskundige
Libērijas karogs	Vlag van Liberia
Īri	Ieren
Garastīte	Staartmees
Sergejs Koroļovs	Sergej Koroljov
Eržēbeta Bātori	Elisabeth Báthory
Anglijas—Zanzibāras karš	Engels-Zanzibarese Oorlog
Drupal	Drupal
Bumbvedējs	Bommenwerper
Ēteriskās eļļas	Etherische olie
Moldāvijas PSR	Moldavische Socialistische Sovjetrepubliek
Gimarainša	Guimarães (Portugal)
Procenti	Rente
Virtuālais privātais tīkls	Virtueel Particulier Netwerk
Robotika	Robotica
Artrīts	Artritis
Klements III	Paus Clemens III
Grizlilācis	Grizzlybeer
Zlīna	Zlín (stad)
Roberts Vilsons	Robert Woodrow Wilson
Softbols	Softbal
Pussy	Pussy
Tvaika lokomotīve	Stoomlocomotief
Rotaļlietu stāsts	Toy Story (film)
Čakstu dzimta	Klauwieren
Du riechst so gut	Du riechst so gut
Veģetatīvā nervu sistēma	Autonoom zenuwstelsel
Djego Rivera	Diego Rivera
Huans Antonio Samarančs	Juan Antonio Samaranch
Fukušimas I AES avārija	Kernramp van Fukushima
Tabu	Taboe
Ivans III	Ivan III van Moskou
Ašurbanipals	Assurbanipal
Nāgārdžuna	Nagarjuna
Hasīdisms	Chassidisch jodendom
Celestīns IV	Paus Celestinus IV
London Stock Exchange	London Stock Exchange
Administratīvās tiesības	Bestuursrecht
Aīda (opera)	Aida (Verdi)
Cilvēki	Homo (geslacht)
Albertparks	Albert Park Street Circuit
Vitantonio Liuci	Vitantonio Liuzzi
Pavels Nedveds	Pavel Nedvěd
Takuma Sato	Takuma Sato
Kadzuki Nakadžima	Kazuki Nakajima
Sebastjēns Burdē	Sébastien Bourdais
Sebastjēns Buemi	Sébastien Buemi
Mario Andreti	Mario Andretti
Enco un Dino Ferrāri autodroms	Autodromo Enzo e Dino Ferrari
Entonijs Deividsons	Anthony Davidson
British American Racing	British American Racing
Super Aguri F1	Super Aguri F1
ANO statūti	Handvest van de Verenigde Naties
Benetton Formula	Benetton Formula
Hmeļnickas apgabals	Oblast Chmelnitski
Bahreinas Starptautiskā trase	Bahrain International Circuit
Vehma	Võhma (stad)
Zaporožjes apgabals	Oblast Zaporizja
Sauber	Sauber
Slovāki	Slowaken
